"NOM";"CP";"URL";"SOUS_TYPE";"LATTI";"LONGI";"Public";"ORGANISME";"Type";"GCD";"COMMUNE"
"musée Saint-Raymond";"31000";"saintraymond.toulouse.fr/";"Archeologie";43.608897;1.441776;"";"";"Musée";"";"TOULOUSE"
"musée Henri Martin";"46000";"www.museehenrimartin.fr";"Archeologie";44.448506;1.438286;"";"";"Musée";"";"CAHORS"
"musée de Plein Air du Quercy";"46330";"musees.lot.fr/ecomus%C3%A9e-de-cuzals";"Arts décoratif";44.533948;1.697872;"";"";"Musée";"";"SAULIAC-SUR-CELE"
"musée des Beaux-Arts";"81600";"www.ville-gaillac.fr/culture/musee-des-beaux-arts";"Art";43.894286;1.901945;"";"";"Musée";"";"GAILLAC"
"musée du textile";"81270";"musees-departementaux.tarn.fr/index.php?id=textile-presentation";"Arts décoratif";43.476776;2.638539;"";"";"Musée";"";"LABASTIDE-ROUAIROUX"
"musée Raymond Lafage";"81310";"museeraymondlafage.wifeo.com/";"Archeologie";43.852887;1.809744;"";"";"Musée";"";"LISLE-SUR-TARN"
"musée des arts et traditions populaires";"82200";"www.moissac.fr/exposition-temporaire/";"Art";44.105697;1.085296;"";"";"Musée";"";"MOISSAC"
"musée Benoît-De-Puydt";"80490";"www.ville-bailleul.fr/index.php/Mus%C3%A9e?idpage=121&idmetacontenu=169";"Arts décoratif";50.740715;2.734399;"";"";"Musée";"";"BAILLEUL"
"musée de l Ostrevant";"59111";"bouchain.fr/culture-tourisme/#more-5954";"Histoire";50.284847;3.317909;"";"";"Musée";"";"BOUCHAIN"
"musée de Cambrai";"59400";"www.villedecambrai.com/culture/le-musee-des-beaux-arts/";"Archeologie";50.17347;3.229635;"";"";"Musée";"";"CAMBRAI"
"Ecomusée de l Avesnois";"59610";"www.ecomusee-avesnois.fr/";"Sciences de la nature";50.01772507;4.04356588;"";"";"Musée";"";"FOURMIES"
"centre historique minier. musée de la mine. centre d’archives. centre de culture scientifique de l’énergie";"59287";"www.chm-lewarde.com/fr/";"Sciences de la nature";50.336033;3.168419;"";"";"Musée";"";"LEWARDE"
"musée des beaux-arts";"62100";"www.calais.fr/fr/Ville-de-Calais/envie-de-bouger/a-visiter-a-voir/musee-des-beaux-arts";"Arts décoratif";50.956724;1.851871;"";"";"Musée";"";"CALAIS"
"musée de la Céramique de Desvres";"62240";"www.musee-ceramique-desvres.com/";"Arts décoratif";50.666603;1.83876;"";"";"Musée";"";"DESVRES"
"musée Henri Dupuis";"62500";"www.musees-saint-omer.fr/";"Arts décoratif";50.748349;2.251197;"";"";"Musée";"";"SAINT-OMER"
"musée Eugène Boudin";"14600";"www.musees-honfleur.fr";"Arts décoratif";49.42241759;0.23086673;"";"";"Musée";"";"HONFLEUR"
"musée de La Meunerie-Moulin de Marcy";"14330";"www.ville-molay-littry.fr/tourisme/musees/";"Sciences de la nature";49.227605;-0.904606;"";"";"Musée";"";"LE_MOLAY-LITTRY"
"musée Municipal Le Vieux-Manoir";"14290";"lisieux-normandie.fr/culture/musee-dorbec/";"Archeologie";49.022096;0.406804;"";"";"Musée";"";"ORBEC"
"château";"14100";"lisieux-normandie.fr/culture/chateau-musee-de-saint-germain-de-livet/";"Arts décoratif";49.074299;0.191032;"";"";"Musée";"";"SAINT-GERMAIN-DE-LIVET"
"musée de la bataille de Tilly-sur-Seulles";"14250";"seulles-terre-mer.fr/tourisme/sites_et_musees.html";"Histoire";49.177537;-0.612546;"";"";"Musée";"";"TILLY-SUR-SEULLES"
"musée municipal de l Avranchin";"50300";"www.avranches.fr/musee-darts-et-dhistoire__trashed/";"Archeologie";48.687696;-1.363384;"";"";"Musée";"";"AVRANCHES"
"musée Thomas-Henry";"50240";"www.cherbourg.fr/infos-services/culture-et-loisirs/musees/musee-thomas-henry-318.html";"Arts décoratif";49.638452;-1.625439;"";"";"Musée";"";"CHERBOURG-EN-COTENTIN"
"musée Maritime de l Ile Tatihou";"50550";"www.manche.fr/tatihou/";"Histoire";49.587648;-1.267813;"";"";"Musée";"";"SAINT-VAAST-LA-HOUGUE"
"musée de la poêlerie";"50800";"www.museesvilledieu.sitew.com/";"Arts décoratif";48.840754;-1.221648;"";"";"Musée";"";"VILLEDIEU-LES-POELES-ROUFFIGNY"
"musée des beaux-arts et de la dentelle";"61000";"museedentelle.cu-alencon.fr/";"Art";48.431484;0.083508;"";"";"Musée";"";"ALENÇON"
"musée du château de Flers";"80360";"www.flers-agglo.fr/mon-quotidien/culture/les-musees/musee-du-chateau-de-flers-2/";"Arts décoratif";48.76963604;-0.51490488;"";"";"Musée";"";"FLERS"
"musée municipal - musée du jouet";"61600";"lafertemace.fr/musee-municipal/";"Ethnologie";48.59056897;-0.35906266;"";"";"Musée";"";"LA_FERTE-MACE"
"musée départemental des arts et traditions populaires du Perche";"61130";"www.ecomuseeduperche.fr/";"Archeologie";48.324387;0.656069;"";"";"Musée";"";"SAINT-CYR-LA-ROSIERE"
"musée départemental d art sacré";"61500";"www.ville-sees.fr/visiter-sees/le-musee-dart-religieux/";"Arts décoratif";48.605422;0.171614;"";"";"Musée";"";"SEES"
"musée Municipal";"27300";"www.bernay27.fr/pole-culture/le-musee/";"Archeologie";49.088944;0.598806;"";"";"Musée";"";"BERNAY"
"musée des instruments à vent";"27750";"www.lemiv.fr";"Ethnologie";48.908972;1.386877;"";"";"Musée";"";"LA_COUTURE-BOUSSEY"
"musée Nicolas Poussin";"27700";"www.ville-andelys.fr/musee-nicolas-poussin-2/";"Arts décoratif";49.245827;1.420009;"";"";"Musée";"";"LES_ANDELYS"
"musée Alfred Canel";"27500";"www.ville-pont-audemer.fr/culture/musee-alfred-canel/";"Archeologie";49.356747;0.515774;"";"";"Musée";"";"PONT-AUDEMER"
"musée de la marine de Seine";"76490";"www.museoseine.fr/presentation/";"Histoire";49.524671;0.72058;"";"";"Musée";"";"CAUDEBEC-EN-CAUX"
"château-musée";"76200";"www.dieppe.fr/mini-sites/musee-de-dieppe";"Archeologie";49.923908;1.071756;"";"";"Musée";"";"DIEPPE"
"musée de l Ancien Havre";"76600";"www.lehavre.fr/que-faire-au-havre/hotel-dubocage-de-bleville";"Histoire";49.488805;0.114474;"";"";"Musée";"";"LE_HAVRE"
"musée du Prieuré de Graville";"76600";"www.lehavre.fr/annuaire/abbaye-de-graville";"Arts décoratif";49.503006;0.168325;"";"";"Musée";"";"LE_HAVRE"
"musée Pierre Corneille";"76650";"museepierrecorneille.fr/fr";"Arts décoratif";49.389368;1.0216;"";"";"Musée";"";"PETIT-COURONNE"
"musée de l horlogerie";"76560";"www.culture-aliermont.fr/musee/";"Sciences de la nature";49.879641;1.219788;"";"";"Musée";"";"SAINT-NICOLAS-D_ALIERMONT"
"musée Municipal des Ivoires";"76190";"www.yvetot.fr/le-musee-des-ivoires/";"Arts décoratif";49.617332;0.754906;"";"";"Musée";"";"YVETOT"
"musée du Vignoble Nantais";"44330";"www.musee-vignoble-nantais.eu/accueil/";"Art";47.134414;-1.329883;"";"";"Musée";"";"LE_PALLET"
"musées du parc naturel régional de Brière";"44720";"www.parc-naturel-briere.com/";"Ethnologie";47.373699;-2.21367;"";"";"Musée";"";"SAINT-JOACHIM"
"musée du Textile";"49300";"www.cholet.fr/chaines/dossier_56_le+musee+textile.html";"Sciences de la nature";47.069473;-0.897677;"";"";"Musée";"";"CHOLET"
"musée de la vigne et du vin d Anjou";"49750";"www.musee-vigne-vin-anjou.fr/";"Ethnologie";47.305499;-0.635024;"";"";"Musée";"";"VAL-DU-LAYON"
"château-musée de Saumur";"49400";"www.chateau-saumur.fr";"Archeologie";47.25728921;-0.0719175;"";"";"Musée";"";"SAUMUR"
"musée Municipal";"53500";"non renseigne";"Archeologie";48.296148;-0.933518;"";"";"Musée";"";"ERNEE"
"musée de l Ardoise";"53800";"renaze53.fr/decouvrir/musee-de-lardoise/";"Industrie";47.792697;-1.059417;"";"";"Musée";"";"RENAZE"
"musée de la Reine Bérengère";"72000";"www.lemans.fr/dynamique/des-idees-de-visite/les-musees/le-musee-de-la-reine-berengere/";"Histoire";48.008953;0.1977;"";"";"Musée";"";"LE_MANS"
"musée de la construction navale artisanale";"85330";"non renseigne";"Sciences de la nature";46.99903;-2.245756;"";"";"Musée";"";"NOIRMOUTIER-EN-L_ILE"
"musée Milcendeau-Jean Yole";"85300";"www.musee-milcendeau.fr/Le-musee";"Histoire";46.77769;-1.909718;"";"";"Musée";"";"SOULLANS"
"Familistère de Guise";"02120";"www.familistere.com/fr/visiter/que-voir-que-faire-au-familistere/le-musee-de-site";"Histoire";49.903647;3.626529;"";"";"Musée";"";"GUISE"
"musée archéologique municipal";"02000";"laon.fr/VILLE_LAON_21_WEB/FR/Accueil.awp?page=57&m=6.110.115";"Archeologie";49.563206;3.626781;"";"";"Musée";"";"LAON"
"musée de la vie rurale et forestière";"02630";"www.abbaye-saintmichel.com/musee1.htm";"Ethnologie";49.922563;4.134763;"";"";"Musée";"";"SAINT-MICHEL-EN-THIERACHE"
"musée municipal";"02200";"www.ville-soissons.fr/loisirs-culture-sport/les-musees-de-soissons-514.html";"Archeologie";49.384539;3.327233;"";"";"Musée";"";"SOISSONS"
"musée-historial de la Grande Guerre";"71260";"www.historial.fr/";"Arts décoratif";49.9292448;2.93082989;"";"";"Musée";"";"PERONNE"
"musée départemental de la vie rurale";"80135";"www.abbaye-saint-riquier.fr/FR/abbaye.php";"Ethnologie";50.132403;1.946543;"";"";"Musée";"";"SAINT-RIQUIER"
"musée de la bande dessinée – centre national de la bande dessinée et de l’image";"16000";"www.citebd.org/";"Art";45.65559977;0.15122268;"";"";"Musée";"";"ANGOULEME"
"musée régional";"17450";"musee-fouras.fr/";"Archeologie";45.98600616;-1.09692279;"";"";"Musée";"";"FOURAS"
"musée des Beaux-Arts";"17000";"museedesbeauxarts.larochelle.fr/";"Art";46.161969;-1.151552;"";"";"Musée";"";"LA_ROCHELLE"
"musée de la maison de Pierre Loti";"73240";"www.maisondepierreloti.fr/";"Arts décoratif";45.934295;-0.962724;"";"";"Musée";"";"ROCHEFORT"
"musée Archéologique";"17100";"www.ville-saintes.fr/decouvrir-sortir/culture/musees/";"Archeologie";45.741605;-0.627956;"";"";"Musée";"";"SAINTES"
"musée de l Echevinage";"17100";"www.ville-saintes.fr/decouvrir-sortir/culture/musees/";"Arts décoratif";45.745991;-0.633096;"";"";"Musée";"";"SAINTES"
"musée municipal";"79300";"www.agglo2b.fr/culture/musees/musee-de-bressuire";"Archeologie";46.841873;-0.493243;"";"";"Musée";"";"BRESSUIRE"
"musée archéologique et d ethnographie locale";"86300";"www.chauvigny-patrimoine.fr/Musees/musee_traditions_populaires_archeologie.php";"Archeologie";46.57103543;0.64784873;"";"";"Musée";"";"CHAUVIGNY"
"musée municipal";"18290";"www.civraisiencharlois.com/Musee-archeologique-de-Civray";"Archeologie";46.147599;0.296434;"";"";"Musée";"";"CIVRAY"
"musée d’art et d’histoire de Montmorillon";"86500";"www.montmorillon.fr/index.php/cadre-de-vie/34-tourisme-et-patrimoine/259-musee-d-art-et-d-histoire";"Histoire";46.428227;0.872962;"";"";"Musée";"";"MONTMORILLON"
"musée de l hypogée des Dunes";"86000";"www.poitiers.fr/c__232_921__Musee_Rupert_de_Chievres_et_Hypogee_des_Dunes.html";"Histoire";46.575749;0.359509;"";"";"Musée";"";"POITIERS"
"musée de la vallée";"04400";"www.museedelavallee.fr/";"Art";44.387609;6.655077;"";"";"Musée";"";"BARCELONNETTE"
"musée Gassendi";"04000";"www.musee-gassendi.org/fr/accueil/";"Archeologie";44.092652;6.235077;"";"";"Musée";"";"DIGNE-LES-BAINS"
"musée de Salagon";"31260";"www.musee-de-salagon.com/accueil.html";"Sciences de la nature";43.93798;5.76727;"";"";"Musée";"";"MANE"
"musée départemental de préhistoire";"04500";"www.museeprehistoire.com/accueil.html";"Archeologie";43.709854;6.040734;"";"";"Musée";"";"QUINSON"
"musée départemental des Hautes-Alpes";"05000";"collections-musee.hautes-alpes.fr/";"Archeologie";44.562625;6.085573;"";"";"Musée";"";"GAP"
"musée Picasso";"06600";"www.antibes-juanlespins.com/culture/musee-picasso";"Art";43.580973;7.127959;"";"";"Musée";"";"ANTIBES"
"musée d Archéologie";"06600";"www.antibes-juanlespins.com/culture/musee-d-archeologie";"Archeologie";43.576824;7.124074;"";"";"Musée";"";"ANTIBES"
"musée des explorations du monde (MEM)";"06400";"www.cannes.com/fr/culture/musees-et-expositions/musee-des-explorations-du-monde.html";"Archeologie";43.551515;7.010034;"";"";"Musée";"";"CANNES"
"musée de paléontologie de Terra Amata";"06000";"www.nice.fr/fr/culture/musees-et-galeries/presentation-du-musee-terra-amata";"Archeologie";43.698046;7.288686;"";"";"Musée";"";"NICE"
"musée départemental des arts asiatiques";"06000";"maa.departement06.fr/musee-des-arts-asiatiques-13422.html";"Art";43.678077;7.215461;"";"";"Musée";"";"NICE"
"écomusée de la Roudoule";"06260";"www.roudoule.com/";"Histoire";43.97425297;6.91984112;"";"";"Musée";"";"PUGET-ROSTANG"
"musée Magnelli - musée de la céramique";"06220";"www.vallauris-golfe-juan.fr/-Le-musee-Magnelli-musee-de-la-.html";"Archeologie";43.579971;7.052887;"";"";"Musée";"";"VALLAURIS"
"Museon Arlaten";"13200";"www.departement13.fr/nos-actions/culture/les-lieux-daccueil/decouvrez-le-nouveau-museon-arlaten/";"Archeologie";43.54073;4.676089;"";"";"Musée";"";"ARLES"
"musée Grobet-Labadié";"13080";"musees.marseille.fr/musee-grobet-labadie-mgl-0";"Arts décoratif";43.303412;5.392866;"";"";"Musée";"";"MARSEILLE"
"musée de l Empéri";"13300";"www.salondeprovence.fr/bouger-et-decouvrir/culture/musee-de-lemperi/";"Arts décoratif";43.640227;5.096576;"";"";"Musée";"";"SALON-DE-PROVENCE"
"MHAB. musée d’histoire et d’art de Bormes";"83230";"www.bormeslesmimosas.com/sites/default/files/upload/Quoi Faire/Visites et Patrimoine/Arts et histoire/musee-arts-et-histoire.jpg";"Art";43.150793;6.340584;"";"";"Musée";"";"BORMES-LES-MIMOSAS"
"musée des arts et traditions populaires de moyenne Provence";"83300";"culture.dracenie.com/musee-des-arts-et-traditions-populaires/";"Ethnologie";43.538282;6.463862;"";"";"Musée";"";"DRAGUIGNAN"
"musée du vêtement provençal";"83210";"solliesville.fr/les-musees/";"Arts décoratif";43.181724;6.039364;"";"";"Musée";"";"SOLLIES-VILLE"
"musée Jouve";"84300";"www.cavaillon.fr/le-musee-jouve.html";"Arts décoratif";43.837324;5.038776;"";"";"Musée";"";"CAVAILLON"
"synagogue musée juif comtadin";"84300";"www.cavaillon.fr/le-musee-juif-contadin.html";"Histoire";43.836842;5.038553;"";"";"Musée";"";"CAVAILLON"
"musée-bibliothèque Pétrarque";"84800";"www.vaucluse.fr/culture-et-patrimoine/les-musees-departementaux/le-musee-bibliotheque-francois-petrarque-a-fontaine-de-vaucluse-866.html";"Histoire";43.91753;5.056541;"";"";"Musée";"";"FONTAINE-DE-VAUCLUSE"
"musée de Brou";"01000";"www.monastere-de-brou.fr/#";"Archeologie";46.196549;5.236521;"";"";"Musée";"";"BOURG-EN-BRESSE"
"musée de l histoire de la résistance et de la déportation de l Ain";"01130";"patrimoines.ain.fr/n/musee-de-la-resistance-et-de-la-deportation/n:809";"Histoire";46.152378;5.608744;"";"";"Musée";"";"NANTUA"
"musée Chintreuil";"01190";"www.musee-chintreuil.com/";"Histoire";46.430076;4.938125;"";"";"Musée";"";"PONT-DE-VAUX"
"musée Louis Jourdan";"01240";"www.mairie-saintpauldevarax.fr/fr/information/35728/musee-louis-jourdan";"Art";46.098973;5.129264;"";"";"Musée";"";"SAINT-PAUL-DE-VARAX"
"musée de la chaussure";"01400";"www.museedelachaussure.fr/";"Histoire";45.0431;5.055376;"";"";"Musée";"";"ROMANS"
"musée des beaux-arts";"26000";"www.museedevalence.fr/";"Archeologie";44.931125;4.889563;"";"";"Musée";"";"VALENCE"
"Maison du Patrimoine";"38118";"www.hieres-sur-amby.org/index.php?menu=2&ssmenu=51&type=4";"Archeologie";45.797246;5.292625;"";"";"Musée";"";"HIERES-SUR-AMBY"
"musée d histoire et d archéologie de l Alpe d Huez";"38750";"www.alpedhuez.com/fr/hiver/selections-apidae/famille_plus-20167/musee-dhuez-et-de-loisans/";"Archeologie";45.087019;6.068988;"";"";"Musée";"";"L_ALPE_D_HUEZ"
"musée d art moderne et contemporain de Saint-Etienne";"42000";"mamc.saint-etienne.fr/fr";"Art";45.46964794;4.37452686;"";"";"Musée";"";"SAINT-ETIENNE"
"musée de la Mine";"42000";"www.musee-mine.saint-etienne.fr/";"Histoire";45.438944;4.376487;"";"";"Musée";"";"SAINT-ETIENNE"
"Château de la Bastie d Urfé";"42130";"www.loire.fr/jcms/c_743949/la-batie-d-urfe";"Arts décoratif";45.728472;4.078512;"";"";"Musée";"";"SAINT-ETIENNE-LE-MOLARD"
"musée Gadagne";"69480";"www.gadagne-lyon.fr/";"Archeologie";45.763856;4.827749;"";"";"Musée";"";"LYON"
"Centre d Histoire de la Résistance et de la Déportation";"69420";"www.chrd.lyon.fr/";"Histoire";45.747037;4.835797;"";"";"Musée";"";"LYON"
"musée Paul Dini";"69400";"musee-paul-dini.com/";"Art";45.990936;4.721527;"";"";"Musée";"";"VILLEFRANCHE-SUR-SAONE"
"musée archéologique et minéralogique Pierre Borrione";"73190";"www.la-plagne.com/decouvrir-la-plagne/le-patrimoine/histoire-locale/savoir-faire-histoire-locale/des-pierres-et-des-hommes-espace-archeologique-pierre-borrione";"Archeologie";45.559416;6.651415;"";"";"Musée";"";"AIME-LA_PLAGNE"
"musée Alpin";"74400";"musee-alpin-chamonix.fr/fr/infos-pratiques";"Histoire";45.923429;6.871049;"";"";"Musée";"";"CHAMONIX_MONT-BLANC"
"musée départemental d art et d histoire";"97110";"non renseigne";"Arts décoratif";16.237697;-61.537737;"";"";"Musée";"";"POINTE-A-PITRE"
"musée départemental Alexandre Franconie";"97300";"amazonian-museum-network.org/fr/les-musees-d-amazonie/musee-alexandre-franconie";"Art";4.938177;-52.334359;"";"";"Musée";"";"CAYENNE"
"musée Léon Dierx";"97400";"www.departement974.fr/actualite/musee-leon-dierx-musee-de-france-patrimoine-departemental";"Art";-20.883698;55.450251;"";"";"Musée";"";"SAINT-DENIS_DE_LA_REUNION"
"maison Rouge - musée des vallées cévenoles";"30270";"www.maisonrouge-musee.fr/";"Histoire";44.104188;3.887004;"";"";"Musée";"";"SAINT-JEAN-DU-GARD"
"musée du Président Jacques Chirac";"19800";"www.museepresidentjchirac.fr/";"Archeologie";45.407742;1.940079;"";"";"Musée";"";"SARRAN"
"musée de la forge";"09250";"www.forges-de-pyrene.com/";"Art";42.940925;1.630459;"";"";"Musée";"";"MONTGAILHARD"
"musée Bourdelle";"75015";"www.bourdelle.paris.fr/";"Art";48.843017;2.31883;"";"";"Musée";"";"PARIS"
"musée Barthélemy Thimonnier";"69550";"musees.ouestrhodanien.fr/musee-barthelemy-thimonnier.html";"Histoire";45.972502;4.331417;"";"";"Musée";"";"AMPLEPUIS"
"musée Lalique";"67290";"www.musee-lalique.com";"Arts décoratif";48.927033;7.361922;"";"";"Musée";"";"WINGEN-SUR-MODER"
"musée Estrine";"13210";"musee-estrine.fr/";"Art";43.788801;4.832266;"";"";"Musée";"";"SAINT-REMY-DE-PROVENCE"
"musée des civilisations de l Europe et de la Méditerranée";"13013";"www.mucem.org/";"Archeologie";43.29690491;5.36107177;"";"";"Musée";"";"MARSEILLE"
"musée Hébert";"75006";"non renseigne";"Art";48.847429;2.322709;"";"";"Musée";"";"PARIS"
"musée de la voiture et du tourisme (annexe du musée national du château de Compiègne)";"60200";"chateaudecompiegne.fr/";"Sciences de la nature";49.41817267;2.82998917;"";"";"Musée";"";"COMPIEGNE"
"musée national du château de Fontainebleau";"77300";"www.chateaudefontainebleau.fr/";"Arts décoratif";48.402815;2.696858;"";"";"Musée";"";"FONTAINEBLEAU"
"musée de la porcelaine Adrien Dubouché à Limoges";"87000";"www.musee-adriendubouche.fr/";"Archeologie";45.832531;1.252114;"";"";"Musée";"";"LIMOGES"
"musée de l Air et de l Espace";"93350";"www.museeairespace.fr/";"Histoire";48.94681951;2.43556244;"";"";"Musée";"";"LE_BOURGET"
"musée du Quai Branly - Jacques Chirac";"75007";"www.quaibranly.fr/fr/";"Histoire";48.861511;2.29771;"";"";"Musée";"";"PARIS"
"musée de la musique";"75019";"philharmoniedeparis.fr/fr/musee-de-la-musique";"Musique";48.889306;2.393807;"";"";"Musée";"";"PARIS"
"centre national du costume de scène et de la scénographie";"03000";"www.cncs.fr/";"Arts décoratif";46.560973;3.335798;"";"";"Musée";"";"MOULINS-SUR-ALLIER"
"musée d histoire naturelle et de géologie";"59000";"mhn.lille.fr/";"Arts décoratif";50.626639;3.066546;"";"";"Musée";"";"LILLE"
"écomusée du mont Lozère";"48220";"lozere.fr/ecomusee-du-mont-lozere-un-musee-ciel-ouvert.html";"Archeologie";44.36343;3.746499;"";"";"Musée";"";"LE_PONT_DE_MONTVERT"
"musée d archéologie sous-marine";"66660";"non renseigne";"Archeologie";42.519619;3.107319;"";"";"Musée";"";"PORT-VENDRES"
"musée du Pays d Ussel";"19200";"www.ussel19.fr/musee/";"Histoire";45.54705997;2.30843555;"";"";"Musée";"";"USSEL"
"musée départemental de la Tapisserie";"23200";"www.cite-tapisserie.fr/";"Arts décoratif";45.954471;2.169905;"";"";"Musée";"";"AUBUSSON"
"château de Montaigu";"54890";"www.chateaudemontaigu.eu";"Archeologie";48.665792;6.215554;"";"";"Musée";"";"LANEUVEVILLE"
"musée lorrain";"54000";"www.musee-lorrain.nancy.fr/";"Archeologie";48.697316;6.179154;"";"";"Musée";"";"NANCY"
"musée Jules Bastien-Lepage – musée de la fortification";"55600";"musees-meuse.fr/musee-jules-bastien-lepage-montmedy/#1486118691097-c04ba0bd-02c9";"Histoire";49.523594;5.348511;"";"";"Musée";"";"MONTMEDY"
"musée d art sacré de la Meuse";"55300";"musees-meuse.fr/musee-dart-sacre-saint-mihiel/";"Archeologie";48.88855;5.541165;"";"";"Musée";"";"SAINT-MIHIEL"
