"CP";"AMPLITUDE_HORAIRE";"NOM";"COMMUNE";"POPULATION";"SOUS_TYPE";"Type";"Url";"GCD";"NB_BENEVOLE";"NB_SALARIE";"SURFACE";"LATTI";"LONGI"
"60190";;"Bibliothèque Municipale";"Arsy";777;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;63;49.401178;2.680061
"60930";;"Médiathèque Benoîte Groult";"Bailleul-sur-Thérain";2373;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;142;49.384423;2.228047
"60140";;"Bibliothèque De Bailleval";"Bailleval";1515;"Bibliothèque municipale";"Bibliotheque";"";"";7;1;129;49.347414;2.457133
"60123";;"Bibliothèque Municipale";"Bonneuil-en-Valois";1012;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;45;49.284913;2.988443
"60130";;"Bibliothèque Municipale De Bulles";"Bulles";894;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;60;49.458617;2.325202
"60790";;"Bibliotheque Municipale";"La Drenne";1033;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;30;49.29742;2.106644
"60190";;"Bibliothèque Communale Dionysienne";"Estrées-Saint-Denis";3813;"Bibliothèque municipale";"Bibliotheque";"";"";6;1;116;49.425882;2.641821
"60530";;"Bibliothèque Municipale";"Fresnoy-en-Thelle";916;"Bibliothèque municipale";"Bibliotheque";"";"";6;1;43;49.200709;2.268477
"60129";;"Bibliothèque Communale";"Gilocourt";650;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;30;49.292645;2.880164
"60650";;"Bibliothéque Municipale De Hodenc En Bray";"Hodenc-en-Bray";506;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;65;49.467899;1.898537
"60600";;"Bibliothèque Municipale De Lamécourt";"Lamécourt";192;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;45;49.43024;2.468329
"60510";;"Médiathèque";"Laversines";1226;"Bibliothèque municipale";"Bibliotheque";"";"";3;2;110;49.426579;2.193566
"60490";;"Bibliothèque Municipale";"Marest-sur-Matz";399;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;35;49.508518;2.825569
"60880";;"Bibliothèque";"Le Meux";2389;"Bibliothèque associative";"Bibliotheque";"";"";7;0;42;49.366999;2.74408
"60650";;"Médiathèque municipale  Le Mont Saint Adrien";"Le Mont-Saint-Adrien";670;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;16;49.445088;2.004153
"60128";;"Culture et Bibliothèque Pour Tous";"Mortefontaine";897;"Bibliothèque associative";"Bibliotheque";"";"";5;0;70;49.112854;2.598093
"60570";;"Bibliotheque Municipale De Mortefontaine En Thelle";"Mortefontaine-en-Thelle";1007;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;25;49.264373;2.186343
"60119";;"Bibliothèque Municipale De Neuville Bosc";"Neuville-Bosc";504;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;40;49.197029;2.023956
"60840";;"Bibliothèque Municipale de Nointel";"Nointel";1108;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;61;49.374031;2.485644
"60330";;"Bibliotheque Municipale";"Le Plessis-Belleville";3888;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;180;49.095433;2.75625
"60190";;"Bibliothèque de Sacy-Le-Petit";"Sacy-le-Petit";601;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;30;49.358219;2.627238
"60480";;"Bibliothèque de St André-Farivillers";"Saint-André-Farivillers";522;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;69;49.588134;2.292974
"60420";;"Mediatheque De Saint Martin Aux Bois";"Saint-Martin-aux-Bois";288;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;48;49.522275;2.56944
"60650";;"Mediatheque de SAVIGNIES";"Savignies";910;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;8;49.465166;1.966089
"60520";;"Bibliothèque municipale - Thiers-sur-Thève";"Thiers-sur-Thève";1101;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;48;49.151185;2.57681
"60000";;"Bibliotheque Municipale";"Tillé";1258;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;36;49.463916;2.113817
"60410";;"Bibliotheque Municipale";"Verberie";3866;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;50;49.309751;2.729066
"60390";;"BIBLIOTHÈQUE MUNICIPALE DES HAUTS TALICAN";"Les Hauts Talican";888;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;31;49.33361;2.039643
"64470";;"Bibliothèque d Alçay-Alçabehety-Sunharette";"Alçay-Alçabéhéty-Sunharette";218;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;50;43.093002;-0.929919
"64510";;"Bibliothèque d Assat";"Assat";1987;"Bibliothèque intercommunale";"Bibliotheque";"";"";6;1;50;43.251312;-0.298017
"64800";;"Bibliothèque d Asson";"Asson";2055;"Bibliothèque intercommunale";"Bibliotheque";"";"";2;0;25;43.142384;-0.256847
"64190";;"Bibliothèque d Audaux";"Audaux";167;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;30;43.358891;-0.793235
"64520";;"Ludo-Médiathèque de Bardos";"Bardos";1877;"Bibliothèque municipale";"Bibliotheque";"";"";19;2;250;43.476098;-1.202938
"64320";;"Bibliothèque d Idron";"Idron";5064;"Bibliothèque municipale";"Bibliotheque";"";"";15;0;150;43.289127;-0.31217
"64800";;"Bibliothèque de Lagos";"Lagos";480;"Bibliothèque intercommunale";"Bibliotheque";"";"";8;0;35;43.209983;-0.222213
"64300";;"Bibliothèque de Maslacq";"Maslacq";907;"Bibliothèque intercommunale";"Bibliotheque";"";"";4;0;50;43.429387;-0.701701
"64120";;"Bibliothèque d Orègue";"Orègue";496;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;35;43.390738;-1.146909
"64780";;"Bibliothèque d Ossès";"Ossès";838;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;59;43.236294;-1.274744
"64160";;"Bibliothèque d Ouillon";"Ouillon";552;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;52;43.320465;-0.226639
"64990";;"Bibliothèque d Urcuit";"Urcuit";2798;"Bibliothèque municipale";"Bibliotheque";"";"";18;0;47;43.483948;-1.351851
"64480";;"Bibliothèque d Ustaritz";"Ustaritz";7178;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;235;43.396936;-1.455622
"69380";;"Bibliothèque Mille Et Un Livres";"Alix";792;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;100;45.911255;4.653525
"69480";;"Médiathèque Albert Gardoni";"Anse";7702;"Bibliothèque municipale";"Bibliotheque";"";"";7;3;470;45.934736;4.721398
"69210";;"Bibliotheque De Bully";"Bully";2024;"Bibliothèque municipale";"Bibliotheque";"";"";11;0;90;45.855509;4.577648
"69870";;"Bibliothèque L Odyssée";"Grandris";1206;"Bibliothèque municipale";"Bibliotheque";"";"";13;0;125;46.038812;4.469349
"69220";;"Bibliothèque Municipale";"Lancié";1065;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;70;46.170014;4.711382
"69620";;"Bibliothèque Municipale de Oingt";"Val d Oingt";4225;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;51;45.947113;4.582257
"69440";;"Bibliothèque municipale";"Riverie";330;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;100;45.599344;4.58864
"69510";;"Médiathèque Municipale";"Rontalon";1175;"Bibliothèque municipale";"Bibliotheque";"";"";15;1;110;45.660656;4.63182
"69930";;"Bibliotheque Municiplae";"Saint-Clément-les-Places";675;"Bibliothèque municipale";"Bibliotheque";"";"";13;0;60;45.755319;4.419847
"69650";;"Bibliotheque Municipale Saint-Exupery";"Saint-Germain-au-Mont-d Or";3048;"Bibliothèque municipale";"Bibliotheque";"";"";10;4;100;45.880814;4.805575
"69124";;"Maison des Arts et de la Culture";"Colombier-Saugnieu";2742;"Bibliothèque municipale";"Bibliotheque";"";"";4;4;236.2;45.72487;5.104919
"72290";;"BIBLIOTHÈQUE MUNICIPALE";"Ballon-Saint Mars";2283;"Bibliothèque municipale";"Bibliotheque";"";"";15;0;75;48.17788;0.237579
"72170";;"BIBLIOTHÈQUE GEORGES ROUAULT";"Beaumont-sur-Sarthe";1995;"Bibliothèque municipale";"Bibliotheque";"";"";21;0;60;48.22696;0.127689
"72370";;"BIBLIOTHÈQUE MUNICIPALE";"Le Breil-sur-Mérize";1571;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;30;48.009445;0.475921
"72340";;"BIBLIOTHÈQUE";"Chahaignes";687;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;40;47.741806;0.514118
"72220";;"BIBLIOTHÈQUE INTERCOMMUNALE LAIGNÉ - SAINT GERVAIS EN BELIN";"Laigné-en-Belin";2353;"Bibliothèque SIVOM";"Bibliotheque";"";"";6;2;150;47.877829;0.223932
"72320";;"BIBLIOTHÈQUE";"Montmirail";383;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;32;48.102389;0.792555
"72330";;"BIBLIOTHÈQUE MARIN MERSENNE";"Oizé";1350;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;70;47.810048;0.106198
"72250";;"MÉDIATHÈQUE";"Parigné-l Évêque";5368;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;320;47.93536;0.36526
"72510";;"BIBLIOTHÈQUE";"Pontvallain";1670;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;65;47.750724;0.193239
"72550";;"BIBLIOTHÈQUE";"La Quinte";776;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;30;48.05808;0.039913
"72230";;"BIBLIOTHÈQUE MUNICIPALE";"Ruaudin";3572;"Bibliothèque municipale";"Bibliotheque";"";"";17;1;118;47.944655;0.265145
"72350";;"BIBLIOTHÈQUE";"Saint-Denis-d Orques";784;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;32;48.027128;-0.272146
"72510";;"BIBLIOTHÈQUE";"Saint-Jean-de-la-Motte";1002;"Bibliothèque municipale";"Bibliotheque";"";"";11;0;75;47.742853;0.056394
"72140";;"MÉDIATHÈQUE MUNICIPALE LA TANNERIE";"Sillé-le-Guillaume";2317;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;309;48.183516;-0.126368
"72290";;"BIBLIOTHÈQUE";"Souligné-sous-Ballon";1262;"Bibliothèque municipale";"Bibliotheque";"";"";12;0;50;48.13796;0.235874
"72290";;"BIBLIOTHÈQUE";"Teillé";478;"Bibliothèque municipale";"Bibliotheque";"";"";9;0;68;48.180735;0.187652
"72800";;"BIBLIOTHÈQUE";"Thorée-les-Pins";741;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;20;47.686193;0.046837
"72440";;"BIBLIOTHÈQUE";"Tresson";492;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;53;47.903549;0.571893
"73220";;"Médiathèque Municipale - Aiguebelle";"Val-d Arc";2047;"Bibliothèque municipale";"Bibliotheque";"";"";6;2;250;45.541512;6.314372
"73340";;"Bibliothèque Municipale";"Arith";454;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;28;45.717136;6.088372
"73340";;"Bibliothèque Municipale";"Bellecombe-en-Bauges";701;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;85;45.737803;6.133458
"73460";;"Bibliothèque Municipale";"Bonvillard";369;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;27;45.595482;6.316679
"73100";;"Bibliothèque Municipale";"Brison-Saint-Innocent";2331;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;35;45.734374;5.885207
"73390";;"Bibliothèque Municipale";"Chamoux-sur-Gelon";969;"Bibliothèque municipale";"Bibliotheque";"";"";4;1;60;45.538238;6.224842
"73660";;"Bibliothèque Municipale";"Les Chavannes-en-Maurienne";225;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;25;45.391315;6.282474
"73800";;"Bibliothèque Municipale";"Chignin";979;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;80;45.522269;6.008807
"73310";;"Bibliothèque Municipale";"Chindrieux";1415;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;70;45.812277;5.848818
"73230";;"Bibliothèque Municipale Adrienne MONNIER";"Les Déserts";833;"Bibliothèque municipale";"Bibliotheque";"";"";16;0;83;45.644088;5.991312
"73540";;"Bibliothèque d Esserts Blay";"Esserts-Blay";789;"Bibliothèque municipale";"Bibliotheque";"";"";11;0;50;45.622328;6.435771
"73460";;"Bibliothèque Municipale Jean-Pierre Veyrat";"Grésy-sur-Isère";1254;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;90;45.601323;6.25435
"73000";;"Médiathèque Jean-Louis Favre";"Jacob-Bellecombette";4125;"Bibliothèque municipale";"Bibliotheque";"";"";10;1;301;45.555591;5.913436
"73340";;"Bibliothèque Municipale";"Lescheraines";798;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;56;45.709255;6.103091
"73130";;"Bibliothèque Municipale - Montaimont";"Saint François Longchamp";551;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;30;45.40945;6.34829
"73300";;"Bibliothèque Municipale";"Montvernier";245;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;40;45.324889;6.340363
"73310";;"Bibliothèque Municipale";"Motz";442;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;40;45.917713;5.844075
"73590";;"Bibliothèque Municipale";"Notre-Dame-de-Bellecombe";491;"Bibliothèque municipale";"Bibliotheque";"";"";3;1;80;45.808896;6.52058
"73340";;"Bibliotheque Municipale";"Le Noyer";218;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;50;45.681983;6.064977
"73210";;"Bibliothèque Municipale";"Peisey-Nancroix";666;"Bibliothèque municipale";"Bibliotheque";"";"";10;1;95;45.536184;6.779105
"73330";;"Bibliothèque Municipale";"Le Pont-de-Beauvoisin";2107;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;60;45.534892;5.679367
"73100";;"Bibliothèque Municipale";"Pugny-Chatenod";990;"Bibliothèque municipale";"Bibliotheque";"";"";12;0;110;45.695419;5.95399
"73190";;"Bibliothèque Municipale";"Puygros";384;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;33;45.567465;6.034323
"73310";;"Bibliothèque Municipale";"Ruffieux";832;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;49;45.848638;5.83556
"73530";;"Bibliothèque Municipale";"Saint-Jean-d Arves";282;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;60;45.20663;6.272925
"73590";;"Bibliothèque Municipale";"Saint-Nicolas-la-Chapelle";507;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;53;45.821267;6.486971
"73170";;"Bibliothèque municipale";"Saint-Paul";737;"Bibliothèque municipale";"Bibliotheque";"";"";11;0;70;45.677927;5.785055
"73460";;"Bibiothèque Municipale";"Saint-Vital";723;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;56;45.625982;6.300606
"73230";;"Bibliothèque Municipale";"Thoiry";462;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;30;45.589855;6.029231
"73460";;"Bibliothèque municipale";"Verrens-Arvey";949;"Bibliothèque municipale";"Bibliotheque";"";"";11;0;74;45.652286;6.31315
"73420";;"Bibliothèque Municipale";"Viviers-du-Lac";2326;"Bibliothèque municipale";"Bibliotheque";"";"";12;2;110;45.647738;5.905975
"74300";;"Bibliothèque du Syndicat intercommunal de Flaine";"Arâches-la-Frasse";1901;"Bibliothèque SIVOM";"Bibliotheque";"";"";0;1;80;46.007305;6.686235
"74570";;"Bibliothèque d Aviernoz";"Fillière";9685;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;65;46.009997;6.23169
"74160";;"Bibliotheque du Châble-Beaumont";"Beaumont";3094;"Bibliothèque municipale";"Bibliotheque";"";"";14;1;125;46.094525;6.101676
"74380";;"Médiathèque municipale";"Bonne";3324;"Bibliothèque municipale";"Bibliotheque";"";"";12;1;245;46.168192;6.320078
"74550";;"Bibliothèque municipale";"Cervens";1255;"Bibliothèque municipale";"Bibliotheque";"";"";4;1;80;46.285138;6.441048
"44170";;"Bibliothèque Le Cirque Des Pages";"La Grigonnais";1732;"Bibliothèque intercommunale";"Bibliotheque";"";"";11;0;100;47.526399;-1.66738
"44160";;"Médiathèque intercommunale de Pont-Château";"Pontchâteau";11161;"Bibliothèque intercommunale";"Bibliotheque";"";"";15;10;800;47.43748;-2.089871
"53250";;"Bibliothèque de Charchigné / CC Mayenne";"Charchigné";470;"Bibliothèque intercommunale";"Bibliotheque";"";"";5;0;50;48.417733;-0.408654
"13004";;"Cinq Avenues";"Marseille";877095;"Bibliothèque municipale classée";"Bibliotheque";"";"";0;6;265;43.302363;5.39611
"56100";;"Médiathèque de Kervenanec";"Lorient";58732;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;1000;47.740836;-3.393577
"60000";;"Bibliothèque Argentine";"Beauvais";58520;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;4;455;49.437982;2.099627
"62800";;"Médiathèque de quartier";"Liévin";30475;"Bibliothèque municipale";"Bibliotheque";"";"";0;6;1000;50.429103;2.766246
"63450";;"Bibliothèque de Tallende";"Tallende";1541;"Bibliothèque intercommunale";"Bibliotheque";"";"";2;0;65;45.659406;3.129663
"65390";;"Médiathèque Pierre Gamarra";"Andrest";1405;"Bibliothèque intercommunale";"Bibliotheque";"";"";2;1;147;43.317834;0.065288
"66170";;"Bibliothèque De Saint Féliu D amont";"Saint-Féliu-d Amont";1214;"Bibliothèque intercommunale";"Bibliotheque";"";"";8;0;60;42.686349;2.722288
"68200";;"Bibliothèque Bourtzwiller - Mulhouse";"Mulhouse";109531;"Bibliothèque municipale classée";"Bibliotheque";"";"";0;4;255;47.768661;7.32223
"68200";;"Bibliotheque Dornach - Mulhouse";"Mulhouse";109531;"Bibliothèque municipale classée";"Bibliotheque";"";"";0;4;260;47.746447;7.310179
"68100";;"Bibliobus communautaire - Mulhouse";"Mulhouse";109531;"Bibliothèque municipale classée";"Bibliotheque";"";"";0;3;32;47.746122;7.332229
"69120";;"Bibliotheque Paul Eluard";"Vaulx-en-Velin";53016;"Bibliothèque municipale";"Bibliotheque";"";"";0;6;533;45.760494;4.924244
"71170";;"Bibliothèque de Saint-Igny-de-Roche";"Saint-Igny-de-Roche";789;"Bibliothèque intercommunale";"Bibliotheque";"";"";3;0;20;46.1889;4.3061
"71290";;"Relais De Lecture";"Rancy";599;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;236.2;46.595601;5.088888
"71330";;"Bibliothèque CCBR71 de Bosjean/Le Planois";"Bosjean";302;"Bibliothèque intercommunale";"Bibliotheque";"";"";1;0;30;46.76151;5.336293
"71440";;"Bibliothèque CCBR71 de Thurey";"Thurey";450;"Bibliothèque intercommunale";"Bibliotheque";"";"";2;0;25;46.728543;5.131398
"71480";;"Bibliothèque Pôle De Varennes-St-Sauveur";"Varennes-Saint-Sauveur";1158;"Bibliothèque intercommunale";"Bibliotheque";"";"";4;1;120;46.481727;5.242871
"74400";;"Bibliothèque des Pélerins de Chamonix-Mont-Blanc";"Chamonix-Mont-Blanc";9026;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;43;45.913298;6.857125
"77500";;"Médiathèque Jean-Pierre Vernant de Chelles";"Chelles";55448;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;26;3500;48.877869;2.594474
"78200";;"Mediatheque Louis Aragon";"Mantes-la-Jolie";44116;"Bibliothèque municipale";"Bibliotheque";"";"";0;8;600;48.990548;1.719432
"78180";;"Médiathèque du Canal";"Montigny-le-Bretonneux";32741;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;29;3775;48.783367;2.043874
"06300";;"Bibliothèque de Saint Roch";"Nice";345528;"Bibliothèque municipale classée";"Bibliotheque";"";"";0;3;581;43.714261;7.290101
"06300";;"Bibliothèque du Port";"Nice";345528;"Bibliothèque municipale classée";"Bibliotheque";"";"";0;2;235;43.699465;7.288394
"79400";;"Médiathèque intercommunale Aqua-Libris";"Saint-Maixent-l École";7382;"Bibliothèque intercommunale";"Bibliotheque";"";"";1;16;1500;46.410691;-0.202682
"80540";;"Bibliotheque De Revelles";"Revelles";505;"Bibliothèque intercommunale";"Bibliotheque";"";"";5;0;40;49.847684;2.118823
"80160";;"Bibliotheque De Saint Sauflieu";"Saint-Sauflieu";999;"Bibliothèque intercommunale";"Bibliotheque";"";"";6;0;82;49.790045;2.252821
"80680";;"Bibliotheque De Rumigny";"Rumigny";637;"Bibliothèque intercommunale";"Bibliotheque";"";"";2;0;30;49.808565;2.278101
"80440";;"Bibliotheque De Thezy Glimont";"Thézy-Glimont";686;"Bibliothèque intercommunale";"Bibliotheque";"";"";9;0;50;49.811791;2.427026
"80680";;"Bibliotheque De Saint Fuscien";"Saint-Fuscien";1336;"Bibliothèque intercommunale";"Bibliotheque";"";"";5;0;25;49.834495;2.314003
"80440";;"Bibliotheque De Glisy";"Glisy";827;"Bibliothèque intercommunale";"Bibliotheque";"";"";3;0;69;49.878512;2.398539
"80540";;"Bibliotheque De Guignemicourt";"Guignemicourt";399;"Bibliothèque intercommunale";"Bibliotheque";"";"";1;0;40;49.869355;2.174281
"80260";;"Bibliotheque D allonville";"Allonville";780;"Bibliothèque intercommunale";"Bibliotheque";"";"";5;0;60;49.942454;2.363009
"80260";;"Bibliothèque de Villers Bocage";"Villers-Bocage";1488;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;144;49.99637;2.321322
"82330";;"Médiathèque Municipale De Varen";"Varen";667;"Bibliothèque intercommunale";"Bibliotheque";"";"";2;1;65;44.158317;1.892979
"82330";;"Médiathèque Municipale Dame Henriette D aguilhon de Verfeil";"Verfeil";419;"Bibliothèque intercommunale";"Bibliotheque";"";"";5;1;50;44.1892;1.877814
"82160";;"Bibliothèque Municipale De Saint Projet";"Saint-Projet";286;"Bibliothèque intercommunale";"Bibliotheque";"";"";1;0;9;44.304335;1.793601
"82160";;"Bibliothèque Municipale De Puylagarde";"Puylagarde";339;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;15;44.295801;1.855384
"83200";;"Médiathèque Pont du Las";"Toulon";180641;"Bibliothèque municipale";"Bibliotheque";"";"";0;11;980;43.12851;5.912991
"83100";;"Médiathèque Sainte Musse";"Toulon";180641;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;120;43.127385;5.980801
"45000";;"Médiathèque Madeleine";"Orléans";118632;"Bibliothèque municipale classée";"Bibliotheque";"";"";0;2;262;47.89912;1.878764
"88300";;"Bibliothèque de Circourt-sur-Mouzon";"Circourt-sur-Mouzon";195;"Bibliothèque intercommunale";"Bibliotheque";"";"";2;0;100;48.301433;5.707219
"88300";;"Bibliothèque de Rebeuville";"Rebeuville";285;"Bibliothèque intercommunale";"Bibliotheque";"";"";8;0;20;48.334308;5.702677
"91200";;"Médiathèque du Val";"Athis-Mons";36001;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;4;265;48.69991;2.385177
"91150";;"Bibliotheque Intercommunale Ulysse";"Étampes";25813;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;64;48.443943;2.166641
"91090";;"Médiatheque Colette";"Lisses";7396;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;8;794;48.61192;2.417075
"91130";;"Médiathèque Elsa Triolet";"Ris-Orangis";29927;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;6;545;48.650893;2.40423
"91370";;"Mediatheque La Potiniere";"Verrières-le-Buisson";15248;"Bibliothèque municipale";"Bibliotheque";"";"";0;14;350;48.740463;2.256894
"92700";;"MEDIATHEQUE FRANCOISE GIROUD";"Colombes";87120;"Bibliothèque municipale";"Bibliotheque";"";"";0;10;825;48.931874;2.26736
"93440";;"Mediatheque de Dugny / Anne Frank";"Dugny";11113;"Bibliothèque municipale";"Bibliotheque";"";"";0;6;540;48.956657;2.416073
"94300";;"Bibliotheque Sud - Alfred De Vigny";"Vincennes";50230;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;450;48.843863;2.430879
"95300";;"Bibliothèque de Marcouville";"Pontoise";32891;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;220;49.05154;2.078444
"95300";;"Bibliothèque des Louvrais";"Pontoise";32891;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;160;49.061303;2.090536
"95400";;"Médiathèque intercommunale Aimé Césaire";"Villiers-le-Bel";28540;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;5;350;49.005371;2.397059
"97429";;"Bibliothèque Annexe De Ravine Du Pont";"Petite-Île";12518;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;60;-21.341054;55.559242
"77420";;"Médiathèque du Ru de Nesles - Champs-sur-Marne";"Champs-sur-Marne";25808;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;10;1675;48.852809;2.58428
"77185";;"Médiathèque du Segrais - Lognes";"Lognes";14418;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;10;1000;48.838682;2.649138
"51600";;"Bibliothèque de Saint-Jean-sur-Tourbe";"Saint-Jean-sur-Tourbe";92;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;70;49.126635;4.679776
"09120";;"Médiathèque de Rieux de Pelleport";"Rieux-de-Pelleport";1319;"Bibliothèque intercommunale";"Bibliotheque";"";"";1;1;55;43.058737;1.611163
"81310";;"Médiathèque de Parisot";"Lisle-sur-Tarn";4760;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;3;158;43.851112;1.808678
"95580";;"Ludo-Bibliothèque Municipale Jean-Marie Vijoux";"Andilly";2628;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;70;49.004803;2.299465
"95830";;"Bibliothèque de Cormeilles-en-Vexin";"Cormeilles-en-Vexin";1347;"Bibliothèque associative";"Bibliotheque";"";"";15;0;120;49.116012;2.01756
"95300";;"Bibliothèque Foyer Rural Ennery";"Ennery";2442;"Bibliothèque associative";"Bibliotheque";"";"";8;0;100;49.077872;2.109012
"95740";;"Bibliothèque de Frépillon";"Frépillon";3386;"Bibliothèque associative";"Bibliotheque";"";"";15;1;192;49.051299;2.206003
"95380";;"Bibliothèque intercommunale La Lucarne";"Louvres";11120;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;100;49.049383;2.512387
"95470";;"Médiathèque La Tuilerie";"Saint-Witz";2483;"Bibliothèque intercommunale";"Bibliotheque";"";"";2;1;165;49.09042;2.561446
"95450";;"Bibliothèque Vigny Loisirs";"Vigny";1105;"Bibliothèque associative";"Bibliotheque";"";"";7;0;97;49.077798;1.926684
"01100";;"Bibliothèque D Arbent";"Arbent";3442;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;100;46.27965;5.678023
"01310";;"Bibliotheque Municipale De Buellas";"Buellas";1876;"Bibliothèque municipale";"Bibliotheque";"";"";17;1;82;46.209186;5.134527
"01170";;"Bibliothèque Municipale De Cessy";"Cessy";4925;"Bibliothèque municipale";"Bibliotheque";"";"";8;1;40;46.316854;6.070333
"01500";;"Bibliotheque municipale";"Château-Gaillard";2303;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;40;45.966682;5.30122
"01390";;"Bibliothèque municipale de Civrieux";"Civrieux";1882;"Bibliothèque municipale";"Bibliotheque";"";"";11;0;110;45.920855;4.882027
"01400";;"Bibliothèque municipale";"Condeissiat";829;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;70;46.15696;5.079713
"01200";;"Bibliothèque Municipale";"Confort";679;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;50;46.150132;5.823071
"01420";;"Bibliothèque municipale de Corbonod";"Corbonod";1310;"Bibliothèque municipale";"Bibliotheque";"";"";12;0;40;45.971167;5.810818
"01340";;"Bibliothèque de Cras sur Reyssouze";"Bresse Vallons";2407;"Bibliothèque municipale";"Bibliotheque";"";"";14;0;116;46.307891;5.165753
