NOM,CP,DOMAINE_SOUS_TYPE,COMMUNE,numdep,nomdept,nomReg,codeReg,ENTRE_GRATUIT,ENTRE_PAYANT,ENTRE_TOTAL
musée du Rethélois et du Porcien,08300,Archéologie,RETHEL,08,ARDENNES,Grand Est,44,325.0,43.0,368.0
musée Arthur Rimbaud,08000,Arts décoratif,CHARLEVILLE-MEZIERES,08,ARDENNES,Grand Est,44,4966.0,4200.0,9166.0
musée de l Ardenne,08000,Arts décoratif,CHARLEVILLE-MEZIERES,08,ARDENNES,Grand Est,44,14510.0,4027.0,18537.0
musée du Château-Fort,08200,Archéologie,SEDAN,08,ARDENNES,Grand Est,44,2643.0,41721.0,44364.0
Musée de la Maison de la Dernière Cartouche,08140,Histoire,BAZEILLES,08,ARDENNES,Grand Est,44,971.0,702.0,1673.0
Musée du Temps,25000,Histoire,BESANÇON,25,DOUBS,Bourgogne-Franche-Comté,27,,,
Musée des beaux-arts et d archéologie de Besançon,25000,Archéologie,BESANÇON,25,DOUBS,Bourgogne-Franche-Comté,27,,,
musée des beaux-arts et d archéologie,25000,Archéologie,BESANÇON,25,DOUBS,Bourgogne-Franche-Comté,27,38835.0,3701.0,42536.0
musée du temps,25000,Arts décoratif,BESANÇON,25,DOUBS,Bourgogne-Franche-Comté,27,20052.0,2430.0,22482.0
musée Comtois,25000,Ethnologie,BESANÇON,25,DOUBS,Bourgogne-Franche-Comté,27,0.0,23209.0,23209.0
musée de Plein Air des Maisons Comtoises,25360,Arts décoratif,NANCRAY,25,DOUBS,Bourgogne-Franche-Comté,27,7267.0,21092.0,28359.0
musée du château,25200,Archéologie,MONTBELIARD,25,DOUBS,Bourgogne-Franche-Comté,27,9266.0,1475.0,10741.0
musée Beurnier-Rossel,25200,Arts décoratif,MONTBELIARD,25,DOUBS,Bourgogne-Franche-Comté,27,1860.0,117.0,1977.0
musée départemental Stéphane Mallarmé,77870,Histoire,VULAINES-SUR-SEINE,77,SEINE-ET-MARNE,Île-de-France,11,1280.0,2970.0,4250.0
Ecomusée,77176,Archéologie,SAVIGNY-LE-TEMPLE,77,SEINE-ET-MARNE,Île-de-France,11,3258.0,466.0,3724.0
Musée de la gendarmerie nationale,77000,Histoire,MELUN,77,SEINE-ET-MARNE,Île-de-France,11,,,
musée de la gendarmerie,77000,Arts décoratif,MELUN,77,SEINE-ET-MARNE,Île-de-France,11,8384.0,3055.0,11439.0
musée de Melun,77000,Archéologie,MELUN,77,SEINE-ET-MARNE,Île-de-France,11,2454.0,0.0,2454.0
musée Gatien Bonnet,77400,Archéologie,LAGNY-SUR-MARNE,77,SEINE-ET-MARNE,Île-de-France,11,1385.0,0.0,1385.0
"musée des transports urbains, interurbains et ruraux",77500,Art,CHELLES,77,SEINE-ET-MARNE,Île-de-France,11,1359.0,420.0,1779.0
musée Alfred Bonno,77500,Archéologie,CHELLES,77,SEINE-ET-MARNE,Île-de-France,11,3121.0,0.0,3121.0
musée de Provins et du Provinois,77160,Archéologie,PROVINS,77,SEINE-ET-MARNE,Île-de-France,11,851.0,9809.0,10660.0
musée municipal,77130,Arts décoratif,SAINT-GERMAIN-LAVAL,77,SEINE-ET-MARNE,Île-de-France,11,100.0,0.0,100.0
musée de préhistoire d Ile-de-France,77140,Archéologie,NEMOURS,77,SEINE-ET-MARNE,Île-de-France,11,17682.0,3332.0,21014.0
château musée de Nemours,77140,Arts décoratif,NEMOURS,77,SEINE-ET-MARNE,Île-de-France,11,1004.0,3324.0,4328.0
musée municipal des Capucins,77120,Archéologie,COULOMMIERS,77,SEINE-ET-MARNE,Île-de-France,11,841.0,506.0,1347.0
musée d Art et d histoire de Puisaye,89130,Archéologie,VILLIERS-SAINT-BENOIT,89,YONNE,Bourgogne-Franche-Comté,27,538.0,466.0,1004.0
musée Villeneuvien,89500,Archéologie,VILLENEUVE-SUR-YONNE,89,YONNE,Bourgogne-Franche-Comté,27,2306.0,0.0,2306.0
musée Leblanc-Duvernoy,89000,Arts décoratif,AUXERRE,89,YONNE,Bourgogne-Franche-Comté,27,592.0,0.0,592.0
musée d Histoire Naturelle,89000,Sciences de la nature,AUXERRE,89,YONNE,Bourgogne-Franche-Comté,27,10112.0,0.0,10112.0
musée d art et d histoire Saint-Germain,89000,Archéologie,AUXERRE,89,YONNE,Bourgogne-Franche-Comté,27,28700.0,0.0,28700.0
musée de l Avallonnais Jean Després,89200,Archéologie,AVALLON,89,YONNE,Bourgogne-Franche-Comté,27,922.0,698.0,1620.0
musée Municipal,89700,Arts décoratif,TONNERRE,89,YONNE,Bourgogne-Franche-Comté,27,,,
Livre de poche jeunesse,92170,Sciences de la nature,VANVES,92,HAUTS-DE-SEINE,Île-de-France,11,,,
musée Municipal d Art et d Histoire,92700,Archéologie,COLOMBES,92,HAUTS-DE-SEINE,Île-de-France,11,4751.0,0.0,4751.0
musée d histoire locale - mémoire de la ville,92500,Histoire,RUEIL-MALMAISON,92,HAUTS-DE-SEINE,Île-de-France,11,2132.0,0.0,2132.0
musée national des châteaux de Malmaison et de Bois Préau,92500,Arts décoratif,RUEIL-MALMAISON,92,HAUTS-DE-SEINE,Île-de-France,11,18665.0,17803.0,36468.0
la Danse des Mots - Théâtre et Cie,92160,Sciences de la nature,ANTONY,92,HAUTS-DE-SEINE,Île-de-France,11,,,
Maison de Chateaubriand,92290,Histoire,CHÂTENAY-MALABRY,92,HAUTS-DE-SEINE,Île-de-France,11,,,
Labex Les passés dans le présent - Université Paris Nanterre,92000,Histoire,NANTERRE,92,HAUTS-DE-SEINE,Île-de-France,11,,,
Archives départementales - Hauts-de-Seine,92000,Histoire,NANTERRE,92,HAUTS-DE-SEINE,Île-de-France,11,,,
Departement des Hauts-de-Seine,92000,Histoire,LA DÉFENSE,92,HAUTS-DE-SEINE,Île-de-France,11,,,
musée du domaine départemental de Sceaux,92330,Arts décoratif,SCEAUX,92,HAUTS-DE-SEINE,Île-de-France,11,7815.0,10621.0,18436.0
musées des pays de l Ain,01000,Archéologie,BOURG-EN-BRESSE,01,AIN,Auvergne-Rhône-Alpes,84,68.0,0.0,68.0
musée du Revermont,01000,Arts décoratif,VAL-REVERMONT,01,AIN,Auvergne-Rhône-Alpes,84,1297.0,1989.0,3286.0
musée de Brou,01000,Archéologie,BOURG-EN-BRESSE,01,AIN,Auvergne-Rhône-Alpes,84,26080.0,43734.0,69814.0
musée de la chaussure,01400,Histoire,ROMANS,01,AIN,Auvergne-Rhône-Alpes,84,16831.0,10772.0,27603.0
musée de l histoire de la résistance et de la déportation de l Ain,01130,Histoire,NANTUA,01,AIN,Auvergne-Rhône-Alpes,84,2454.0,4038.0,6492.0
musée du Bois,01420,Arts décoratif,SEYSSEL,01,AIN,Auvergne-Rhône-Alpes,84,,,
musée Chintreuil,01190,Histoire,PONT-DE-VAUX,01,AIN,Auvergne-Rhône-Alpes,84,,,
Espace de l Art Concret,06370,Art,MOUANS-SARTOUX,06,ALPES-MARITIMES,Provence-Alpes-Côte d Azur,93,,,
musée d Art et d Histoire,06230,Arts décoratif,VILLEFRANCHE-SUR-MER,06,ALPES-MARITIMES,Provence-Alpes-Côte d Azur,93,72.0,0.0,72.0
musée des merveilles,06430,Archéologie,TENDE,06,ALPES-MARITIMES,Provence-Alpes-Côte d Azur,93,12495.0,2077.0,14572.0
musée Renoir,06800,Art,CAGNES-SUR-MER,06,ALPES-MARITIMES,Provence-Alpes-Côte d Azur,93,7341.0,9275.0,16616.0
musée-château,06800,Art,CAGNES-SUR-MER,06,ALPES-MARITIMES,Provence-Alpes-Côte d Azur,93,5625.0,5842.0,11467.0
musée national Fernand Léger,06410,Arts décoratif,BIOT,06,ALPES-MARITIMES,Provence-Alpes-Côte d Azur,93,7895.0,8467.0,16362.0
musée d histoire locale,06410,Archéologie,BIOT,06,ALPES-MARITIMES,Provence-Alpes-Côte d Azur,93,80.0,159.0,239.0
musée de préhistoire régionale,06500,Archéologie,MENTON,06,ALPES-MARITIMES,Provence-Alpes-Côte d Azur,93,3137.0,218.0,3355.0
musée des beaux-arts,06500,Arts décoratif,MENTON,06,ALPES-MARITIMES,Provence-Alpes-Côte d Azur,93,3734.0,0.0,3734.0
musée Jean Cocteau,06500,Arts décoratif,MENTON,06,ALPES-MARITIMES,Provence-Alpes-Côte d Azur,93,6728.0,1891.0,8619.0
MuséAl,07400,Archéologie,ALBA-LA-ROMAINE,07,ARDECHE,Auvergne-Rhône-Alpes,84,1447.0,12579.0,14026.0
musée Vivarois César Filhol,07100,Archéologie,ANNONAY,07,ARDECHE,Auvergne-Rhône-Alpes,84,225.0,0.0,225.0
musée archéologique,07130,Archéologie,SOYONS,07,ARDECHE,Auvergne-Rhône-Alpes,84,1311.0,9671.0,10982.0
Cité de la préhistoire,07160,Archéologie,ORGNAC-L_AVEN,07,ARDECHE,Auvergne-Rhône-Alpes,84,5055.0,95807.0,100862.0
musée Blanche Hoschedé-Monet,07260,Archéologie,VERNON,07,ARDECHE,Auvergne-Rhône-Alpes,84,2971.0,2761.0,5732.0
musée régional,07140,Archéologie,LES_VANS,07,ARDECHE,Auvergne-Rhône-Alpes,84,337.0,623.0,960.0
musée de la villa Montebello,14360,Art,TROUVILLE-SUR-MER,14,CALVADOS,Normandie,28,,,
musée de la bataille de Tilly-sur-Seulles,14250,Histoire,TILLY-SUR-SEULLES,14,CALVADOS,Normandie,28,0.0,150.0,150.0
musée des techniques fromagères,14170,Art,SAINT-PIERRE-SUR-DIVES,14,CALVADOS,Normandie,28,52.0,135.0,187.0
musée du château,14110,Arts décoratif,PONTECOULANT,14,CALVADOS,Normandie,28,1823.0,1672.0,3495.0
musée Emile Chénon,18370,Archéologie,CHATEAUMEILLANT,18,CHER,Centre-Val de Loire,24,463.0,498.0,961.0
musée municipal,18100,Arts décoratif,VIERZON,18,CHER,Centre-Val de Loire,24,5342.0,308.0,5650.0
musée municipal,18290,Archéologie,CIVRAY,18,CHER,Centre-Val de Loire,24,16.0,0.0,16.0
musée départemental de la Tapisserie,23200,Arts décoratif,AUBUSSON,23,CREUSE,Nouvelle-Aquitaine,75,3888.0,22199.0,26087.0
musée d Art et d Archéologie,23000,Archéologie,GUERET,23,CREUSE,Nouvelle-Aquitaine,75,1834.0,353.0,2187.0
musée des arts et traditions populaires,24400,Archéologie,MUSSIDAN,24,DORDOGNE,Nouvelle-Aquitaine,75,757.0,762.0,1519.0
musée Paul Reclus,24250,Histoire,DOMME,24,DORDOGNE,Nouvelle-Aquitaine,75,13421.0,319.0,13740.0
musée de Sarlat et du Périgord noir,24200,Archéologie,SARLAT-LA-CANEDA,24,DORDOGNE,Nouvelle-Aquitaine,75,12500.0,0.0,12500.0
musée départemental de la Poupée et du Jouet,24300,Arts décoratif,NONTRON,24,DORDOGNE,Nouvelle-Aquitaine,75,,,
musée municipal,24610,Archéologie,VILLEFRANCHE-DE-LONCHAT,24,DORDOGNE,Nouvelle-Aquitaine,75,200.0,0.0,200.0
Château de Bourdeilles,24310,Art,BOURDEILLES,24,DORDOGNE,Nouvelle-Aquitaine,75,0.0,22611.0,22611.0
Archives départementales - Dordogne,24000,Archéologie,PÉRIGUEUX,24,DORDOGNE,Nouvelle-Aquitaine,75,,,
musée gallo-romain de Vesunna,24000,Archéologie,PERIGUEUX,24,DORDOGNE,Nouvelle-Aquitaine,75,13313.0,16096.0,29409.0
musée d art et d archéologie du Périgord,24000,Archéologie,PERIGUEUX,24,DORDOGNE,Nouvelle-Aquitaine,75,6662.0,3390.0,10052.0
musée militaire - souvenirs du Périgord,24000,Histoire,PERIGUEUX,24,DORDOGNE,Nouvelle-Aquitaine,75,431.0,1886.0,2317.0
musée des instruments à vent,27750,Ethnologie,LA_COUTURE-BOUSSEY,27,EURE,Normandie,28,2154.0,0.0,2154.0
musée Alfred Canel,27500,Archéologie,PONT-AUDEMER,27,EURE,Normandie,28,3449.0,66.0,3515.0
Fondation Claude Monet,27620,Art,GIVERNY,27,EURE,Normandie,28,,,
Musée des impressionnismes Giverny,27620,Art,GIVERNY,27,EURE,Normandie,28,,,
"musée d art, histoire et archéologie d Évreux",27000,Archéologie,EVREUX,27,EURE,Normandie,28,8734.0,0.0,8734.0
musée Municipal,27300,Archéologie,BERNAY,27,EURE,Normandie,28,2807.0,1984.0,4791.0
musée du verre François Décorchemont,27190,Archéologie,CONCHES-EN-OUCHE,27,EURE,Normandie,28,1692.0,0.0,1692.0
musée de la préhistoire du Vercors,26420,Archéologie,VASSIEUX-EN-VERCORS,26,DROME,Auvergne-Rhône-Alpes,84,350.0,6129.0,6479.0
musée départemental du château,26230,Arts décoratif,GRIGNAN,26,DROME,Auvergne-Rhône-Alpes,84,16879.0,73152.0,90031.0
musée d’archéologie tricastine,26130,Archéologie,SAINT-PAUL-TROIS-CHATEAUX,26,DROME,Auvergne-Rhône-Alpes,84,5610.0,4023.0,9633.0
musée du château des Adhémar,26200,Archéologie,MONTELIMAR,26,DROME,Auvergne-Rhône-Alpes,84,4761.0,16025.0,20786.0
musée municipal de la Vignasse,30300,Archéologie,BEAUCAIRE,30,GARD,Occitanie,76,901.0,295.0,1196.0
musée de la maison Romane,30800,Archéologie,SAINT-GILLES,30,GARD,Occitanie,76,49.0,0.0,49.0
musée Cévenol,30120,Archéologie,LE_VIGAN,30,GARD,Occitanie,76,1790.0,1442.0,3232.0
musée Léon Alègre,30200,Archéologie,BAGNOLS-SUR-CEZE,30,GARD,Occitanie,76,1396.0,0.0,1396.0
musée Albert André,30200,Arts décoratif,BAGNOLS-SUR-CEZE,30,GARD,Occitanie,76,1585.0,20.0,1605.0
musée Bertrand,36000,Archéologie,CHATEAUROUX,36,INDRE,Centre-Val de Loire,24,11171.0,0.0,11171.0
musée de géologie régionale,36600,Sciences de la nature,LANGE,36,INDRE,Centre-Val de Loire,24,,,
château musée,36290,Arts décoratif,AZAY-LE-FERRON,36,INDRE,Centre-Val de Loire,24,0.0,15855.0,15855.0
musée ornithologique,36300,Archéologie,LE_BLANC,36,INDRE,Centre-Val de Loire,24,744.0,1203.0,1947.0
musée de la chemiserie et de l élégance masculine,36200,Art,ARGENTON-SUR-CREUSE,36,INDRE,Centre-Val de Loire,24,2181.0,2623.0,4804.0
musée George Sand et de la vallée noire,36400,Histoire,LA_CHATRE,36,INDRE,Centre-Val de Loire,24,653.0,1411.0,2064.0
Domaine national de Chambord,41250,Histoire,CHAMBORD,41,LOIR-ET-CHER,Centre-Val de Loire,24,,,
atelier musée Louis Leygue,41100,Art,NAVEIL,41,LOIR-ET-CHER,Centre-Val de Loire,24,,,
musée municipal,41100,Arts décoratif,SAINT-OUEN,41,LOIR-ET-CHER,Centre-Val de Loire,24,,,
musée municipal,41100,Arts décoratif,VENDOME,41,LOIR-ET-CHER,Centre-Val de Loire,24,7638.0,0.0,7638.0
musée hospitalier,42190,Arts décoratif,CHARLIEU,42,LOIRE,Auvergne-Rhône-Alpes,84,837.0,2630.0,3467.0
musée de la Diana,42600,Archéologie,MONTBRISON,42,LOIRE,Auvergne-Rhône-Alpes,84,579.0,714.0,1293.0
musée d Allard,42600,Arts décoratif,MONTBRISON,42,LOIRE,Auvergne-Rhône-Alpes,84,2890.0,1117.0,4007.0
Musée d art moderne et contemporain Saint-Étienne Métropole,42270,Art,SAINT-PRIEST-EN-JAREZ,42,LOIRE,Auvergne-Rhône-Alpes,84,,,
musée Joseph Déchelette,42300,Archéologie,ROANNE,42,LOIRE,Auvergne-Rhône-Alpes,84,8147.0,4676.0,12823.0
Musée Girodet,45200,Art,MONTARGIS,45,LOIRET,Centre-Val de Loire,24,,,
musée du Gâtinais,45200,Archéologie,MONTARGIS,45,LOIRET,Centre-Val de Loire,24,97.0,0.0,97.0
musée Girodet,45200,Arts décoratif,MONTARGIS,45,LOIRET,Centre-Val de Loire,24,2460.0,1990.0,4450.0
Musée du Théâtre Forain,45410,Art,ARTENAY,45,LOIRET,Centre-Val de Loire,24,,,
musée municipal théâtre forain et archéologique,45410,Archéologie,ARTENAY,45,LOIRET,Centre-Val de Loire,24,930.0,2121.0,3051.0
Muséum d Orléans pour la biodiversité et l environnement - MOBE,45000,Sciences de la nature,ORLEANS,45,LOIRET,Centre-Val de Loire,24,35687.0,6558.0,42245.0
musée des beaux-arts,45000,Arts décoratif,ORLEANS,45,LOIRET,Centre-Val de Loire,24,22981.0,7631.0,30612.0
Pôle d archéologie Orléans,45000,Archéologie,ORLEANS,45,LOIRET,Centre-Val de Loire,24,,,
"hôtel Cabu, musée d’histoire et d’archéologie",45000,Archéologie,ORLEANS,45,LOIRET,Centre-Val de Loire,24,3813.0,1613.0,5426.0
"château-musée de Gien : chasse, histoire et nature en Val de Loire",45500,Arts décoratif,GIEN,45,LOIRET,Centre-Val de Loire,24,1308.0,8255.0,9563.0
musée municipal,45300,Archéologie,PITHIVIERS,45,LOIRET,Centre-Val de Loire,24,202.0,0.0,202.0
Château de Chamerolles,45300,Histoire,CHILLEURS-AU-BOIS,45,LOIRET,Centre-Val de Loire,24,,,
Château de Sully-sur-Loire,45600,Histoire,SULLY-SUR-LOIRE,45,LOIRET,Centre-Val de Loire,24,,,
musée Champollion - Les Écritures du monde,46100,Histoire,FIGEAC,46,LOT,Occitanie,76,8779.0,20871.0,29650.0
musée d histoire de Figeac,46100,Art,FIGEAC,46,LOT,Occitanie,76,192.0,345.0,537.0
musée archéologique,46140,Archéologie,LUZECH,46,LOT,Occitanie,76,215.0,340.0,555.0
musée de Préhistoire Amédée Lemozi,46330,Archéologie,CABRERETS,46,LOT,Occitanie,76,58894.0,0.0,58894.0
musée de Plein Air du Quercy,46330,Arts décoratif,SAULIAC-SUR-CELE,46,LOT,Occitanie,76,1943.0,4859.0,6802.0
musée d Art Sacré,46500,Arts décoratif,ROCAMADOUR,46,LOT,Occitanie,76,803.0,4559.0,5362.0
Causses et Vallée de la Dordogne - Villes et Pays d art et d histoire -,46110,Histoire,CARENNAC,46,LOT,Occitanie,76,,,
Centre des monuments nationaux,46110,Archéologie,PARIS,46,LOT,Occitanie,76,,,
musée municipal,46110,Archéologie,VAYRAC,46,LOT,Occitanie,76,0.0,102.0,102.0
musée Gallo-Romain d Uxellodunum,46600,Arts décoratif,MARTEL,46,LOT,Occitanie,76,322.0,385.0,707.0
musée Aquarium,46600,Archéologie,CREYSSE,46,LOT,Occitanie,76,0.0,2977.0,2977.0
musée d art moderne de Fontevraud - collection Martine et Léon Cligman,49590,,FONTEVRAUD,49,MAINE-ET-LOIRE,Pays de la Loire,52,,,
Musée d’art moderne de Fontevraud – collection Martine et Léon Cligman,49590,Archéologie,FONTEVRAUD,49,MAINE-ET-LOIRE,Pays de la Loire,52,0.0,60796.0,60796.0
musée de la vigne et du vin d Anjou,49750,Ethnologie,VAL-DU-LAYON,49,MAINE-ET-LOIRE,Pays de la Loire,52,495.0,1770.0,2265.0
"Musées Municipaux de Baugé, Beaufort-en-Vallée et Parçay-les-Pins",49490,Archéologie,BAUGÉ-EN-ANJOU,49,MAINE-ET-LOIRE,Pays de la Loire,52,,,
musée d art et d histoire,49490,Arts décoratif,BAUGE-EN-ANJOU,49,MAINE-ET-LOIRE,Pays de la Loire,52,8685.0,315.0,9000.0
musée de L Ardoise,49800,Histoire,TRELAZE,49,MAINE-ET-LOIRE,Pays de la Loire,52,499.0,3017.0,3516.0
musée Joseph Denais,49420,Arts décoratif,BEAUFORT-EN-ANJOU,49,MAINE-ET-LOIRE,Pays de la Loire,52,2081.0,4568.0,6649.0
EPCC Mémorial de Verdun - Champ de bataille,55100,Histoire,FLEURY-DEVANT-DOUAUMONT,55,MEUSE,Grand Est,44,,,
musée d Argonne,55270,Archéologie,VARENNES-EN-ARGONNE,55,MEUSE,Grand Est,44,165.0,891.0,1056.0
musée de la céramique et de l ivoire,55200,Arts décoratif,COMMERCY,55,MEUSE,Grand Est,44,298.0,222.0,520.0
musée Jules Bastien-Lepage – musée de la fortification,55600,Histoire,MONTMEDY,55,MEUSE,Grand Est,44,1627.0,6236.0,7863.0
L Onde Porteuse,63000,Arts décoratif,CLERMONT-FERRAND,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,,,
Musée art Roger-Quilliot Clermont Auvergne Métropole,63000,Art,CLERMONT-FERRAND,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,,,
Fonds régional d art contemporain - Centre-Val de Loire,63000,Arts décoratif,ORLÉANS,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,,,
Fonds régional d art contemporain - Auvergne,63000,Photographie,CLERMONT-FERRAND,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,,,
Archives départementales - Puy-de-Dôme,63000,Art,CLERMONT-FERRAND,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,,,
"Mille formes, Centre d initiation à l art pour les 0-6 ans",63000,Art,CLERMONT-FERRAND,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,,,
musée d art Roger-Quillot,63000,Archéologie,CLERMONT-FERRAND,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,11359.0,2269.0,13628.0
musée Bargoin,63000,Archéologie,CLERMONT-FERRAND,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,6888.0,2553.0,9441.0
muséum d histoire naturelle Lecoq,63000,Sciences de la nature,CLERMONT-FERRAND,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,8632.0,1928.0,10560.0
musée de la dentelle,63220,Arts décoratif,ARLANC,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,0.0,1014.0,1014.0
musée de céramique gallo-romaine,63190,Archéologie,LEZOUX,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,2186.0,2820.0,5006.0
musée Massey,65000,Archéologie,TARBES,65,HAUTES-PYRENEES,Occitanie,76,4905.0,3806.0,8711.0
musée Eugène Le Roy,65690,Histoire,MONTIGNAC,65,HAUTES-PYRENEES,Occitanie,76,,,
musée Pyrénéen,65100,Archéologie,LOURDES,65,HAUTES-PYRENEES,Occitanie,76,6089.0,30226.0,36315.0
musée de la Tour des Echevins,70300,Archéologie,LUXEUIL-LES-BAINS,70,HAUTE-SAONE,Bourgogne-Franche-Comté,27,1409.0,1030.0,2439.0
musée Géo-Charles,38130,Art,ECHIROLLES,38,ISERE,Auvergne-Rhône-Alpes,84,1536.0,0.0,1536.0
Maison du Patrimoine,38118,Archéologie,HIERES-SUR-AMBY,38,ISERE,Auvergne-Rhône-Alpes,84,292.0,3834.0,4126.0
musée Jadis-Allevard,38580,Histoire,ALLEVARD-LES-BAINS,38,ISERE,Auvergne-Rhône-Alpes,84,0.0,1286.0,1286.0
musée Matheysin,38350,Archéologie,LA_MURE,38,ISERE,Auvergne-Rhône-Alpes,84,971.0,679.0,1650.0
musée Hydrelec,38114,Sciences de la nature,VAUJANY,38,ISERE,Auvergne-Rhône-Alpes,84,4639.0,0.0,4639.0
musée Hébert,38700,Arts décoratif,LA_TRONCHE,38,ISERE,Auvergne-Rhône-Alpes,84,26201.0,0.0,26201.0
musée des Beaux-Arts et d Archéologie,38200,Arts décoratif,VIENNE,38,ISERE,Auvergne-Rhône-Alpes,84,645.0,165.0,810.0
musée du cloître Saint-André-le-Bas,38200,Archéologie,VIENNE,38,ISERE,Auvergne-Rhône-Alpes,84,3067.0,1502.0,4569.0
musée lapidaire Saint-Pierre,38200,Archéologie,VIENNE,38,ISERE,Auvergne-Rhône-Alpes,84,3621.0,1749.0,5370.0
musée de Bourgoin-Jallieu,38300,Arts décoratif,BOURGOIN-JALLIEU,38,ISERE,Auvergne-Rhône-Alpes,84,3471.0,2912.0,6383.0
Hexagone Scène Nationale Arts Sciences,38240,Art,MEYLAN,38,ISERE,Auvergne-Rhône-Alpes,84,,,
musée Mainssieux,38500,Art,VOIRON,38,ISERE,Auvergne-Rhône-Alpes,84,1394.0,0.0,1394.0
Pays Voironnais - Villes et Pays d art et d histoire,38500,Histoire,VOIRON,38,ISERE,Auvergne-Rhône-Alpes,84,,,
musée des antiquités gallo-romaines,38490,Archéologie,AOSTE,38,ISERE,Auvergne-Rhône-Alpes,84,480.0,2170.0,2650.0
musée d histoire et d archéologie de l Alpe d Huez,38750,Archéologie,L_ALPE_D_HUEZ,38,ISERE,Auvergne-Rhône-Alpes,84,1491.0,0.0,1491.0
musée des Beaux-Arts,39000,Art,LONS-LE-SAUNIER,39,JURA,Bourgogne-Franche-Comté,27,4017.0,1321.0,5338.0
JuraMusées,39000,Histoire,LONS-LE-SAUNIER,39,JURA,Bourgogne-Franche-Comté,27,,,
musée d’archéologie,39000,Archéologie,LONS-LE-SAUNIER,39,JURA,Bourgogne-Franche-Comté,27,383.0,905.0,1288.0
Viséum-musée de la lunette (collections du musée de la lunette et du musée Jourdain),39700,Art,HAUTS_DE_BIENNE,39,JURA,Bourgogne-Franche-Comté,27,1569.0,5284.0,6853.0
musée Sarret de Grozon,39600,Arts décoratif,ARBOIS,39,JURA,Bourgogne-Franche-Comté,27,634.0,676.0,1310.0
musée de la Vigne et du Vin,39600,Arts décoratif,ARBOIS,39,JURA,Bourgogne-Franche-Comté,27,1346.0,2636.0,3982.0
Archives départementales du Jura,39570,Histoire,MONTMOROT,39,JURA,Bourgogne-Franche-Comté,27,,,
musée du nord Vendée,39570,Archéologie,MONTAIGU,39,JURA,Bourgogne-Franche-Comté,27,100.0,0.0,100.0
musée de l artisanat jurassien,39210,Ethnologie,BAUME-LES-MESSIEURS,39,JURA,Bourgogne-Franche-Comté,27,10295.0,0.0,10295.0
musée de la Grande Saline,39110,Sciences de la nature,SALINS-LES-BAINS,39,JURA,Bourgogne-Franche-Comté,27,3359.0,45050.0,48409.0
musée municipal d archéologie,39300,Archéologie,CHAMPAGNOLE,39,JURA,Bourgogne-Franche-Comté,27,368.0,438.0,806.0
Fonds régional d art contemporain - Pays de la Loire,44470,Arts décoratif,CARQUEFOU,44,LOIRE-ATLANTIQUE,Pays de la Loire,52,,,
musée du pays de Retz,44580,Archéologie,BOURGNEUF-EN-RETZ,44,LOIRE-ATLANTIQUE,Pays de la Loire,52,0.0,3174.0,3174.0
musée des Marais salants,44740,Histoire,BATZ-SUR-MER,44,LOIRE-ATLANTIQUE,Pays de la Loire,52,3640.0,8931.0,12571.0
Espace COOLturel (médiathèque de Divatte-sur-Loire),44450,Sciences de la nature,DIVATTE-SUR-LOIRE,44,LOIRE-ATLANTIQUE,Pays de la Loire,52,,,
musée du Gévaudan,48000,Archéologie,MENDE,48,LOZERE,Occitanie,76,97.0,0.0,97.0
écomusée du mont Lozère,48220,Archéologie,LE_PONT_DE_MONTVERT,48,LOZERE,Occitanie,76,850.0,0.0,850.0
Tastr,48400,Art,FLORAC,48,LOZERE,Occitanie,76,,,
Ecomusée de l Ile de Groix,56590,Histoire,ILE_DE_GROIX,56,MORBIHAN,Bretagne,53,1337.0,2822.0,4159.0
YouTube,56100,Histoire,PARIS,56,MORBIHAN,Bretagne,53,,,
Bretagne Culture Diversité,56100,Histoire,LORIENT,56,MORBIHAN,Bretagne,53,,,
Ecomusée Industriel des Forges,56650,Histoire,INZINZAC-LOCHRIST,56,MORBIHAN,Bretagne,53,826.0,1444.0,2270.0
Ecomusée de Saint-Dégan,56400,Ethnologie,BREC_H,56,MORBIHAN,Bretagne,53,149.0,4385.0,4534.0
Musée de la Loire,58200,Art,COSNE-COURS-SUR-LOIRE,58,NIEVRE,Bourgogne-Franche-Comté,27,,,
musée de la Loire,58200,Arts décoratif,COSNE-COURS-SUR-LOIRE,58,NIEVRE,Bourgogne-Franche-Comté,27,2041.0,932.0,2973.0
musée Auguste Grasset,58210,Archéologie,VARZY,58,NIEVRE,Bourgogne-Franche-Comté,27,0.0,1049.0,1049.0
musée de la faïence Frédéric Blandin,58000,Archéologie,NEVERS,58,NIEVRE,Bourgogne-Franche-Comté,27,3548.0,3106.0,6654.0
