NOM,CP,DOMAINE_SOUS_TYPE,COMMUNE,numdep,nomdept,nomReg,codeReg,ENTRE_GRATUIT,ENTRE_PAYANT,ENTRE_TOTAL
musée municipal,02300,Archéologie,CHAUNY,02,AISNE,Hauts-de-France,32,3500.0,0.0,3500.0
Alienor.org - Conseil des musées,79100,Musées,THOUARS,79,DEUX-SEVRES,Nouvelle-Aquitaine,75,,,
musée d art et d histoire Henri Barré,79100,Archéologie,THOUARS,79,DEUX-SEVRES,Nouvelle-Aquitaine,75,546.0,224.0,770.0
musée Ernest Guedon,58150,Sciences de la nature,POUILLY-SUR-LOIRE,58,NIEVRE,Bourgogne-Franche-Comté,27,,,
musée de la chartreuse,67120,Archéologie,MOLSHEIM,67,BAS-RHIN,Grand Est,44,484.0,3974.0,4458.0
ODIL,71480,Art,MONTCEAU LES MINES,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,,,
Bibliothèque-musée,72120,Arts décoratif,SAINT-CALAIS,72,SARTHE,Pays de la Loire,52,381.0,0.0,381.0
musée archéologique du Lauragais,11400,Archéologie,CASTELNAUDARY,11,AUDE,Occitanie,76,1349.0,0.0,1349.0
musée Municipal,33190,Archéologie,LA_REOLE,33,GIRONDE,Nouvelle-Aquitaine,75,,,
musée Gallo-Romain,64330,Archéologie,CLARACQ,64,PYRENEES-ATLANTIQUES,Nouvelle-Aquitaine,75,417.0,1265.0,1682.0
musée de l hospice Saint-Roch,36100,Archéologie,ISSOUDUN,36,INDRE,Centre-Val de Loire,24,11979.0,0.0,11979.0
Réseau des musées de Normandie (EPCC La Fabrique de patrimoines en Normandie ),14480,Art,HÉROUVILLE-SAINT-CLAIR,14,CALVADOS,Normandie,28,,,
conservatoire du machinisme et des pratiques agricoles,28300,Histoire,MAINVILLIERS,28,EURE-ET-LOIR,Centre-Val de Loire,24,0.0,4302.0,4302.0
musée Quentovic,62810,Archéologie,ETAPLES-SUR-MER,62,PAS-DE-CALAIS,Hauts-de-France,32,40.0,0.0,40.0
musée espace faïence de Malicorne,72270,Arts décoratif,MALICORNE-SUR-SARTHE,72,SARTHE,Pays de la Loire,52,4645.0,3313.0,7958.0
musée du Vignoble Nantais,44330,Art,LE_PALLET,44,LOIRE-ATLANTIQUE,Pays de la Loire,52,1302.0,2169.0,3471.0
Écomusée du Perche,61560,Histoire,SAINT-CYR-LA-ROSIÈRE,61,ORNE,Normandie,28,,,
musée municipal,14130,Arts décoratif,VIRE_NORMANDIE,14,CALVADOS,Normandie,28,3401.0,1229.0,4630.0
"Les Pêcheries, musée de Fécamp",76400,,FECAMP,76,SEINE-MARITIME,Normandie,28,,,
"Les Pêcheries, musée de Fécamp",76400,Histoire,FECAMP,76,SEINE-MARITIME,Normandie,28,10086.0,18540.0,28626.0
musée municipal,21700,Archéologie,NUITS-SAINT-GEORGES,21,COTE-D OR,Bourgogne-Franche-Comté,27,2442.0,52.0,2494.0
musée de Minerve,37290,Archéologie,YZEURES-SUR-CREUSE,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,242.0,0.0,242.0
musée du Terroir,71470,Archéologie,ROMENAY,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,439.0,741.0,1180.0
musée Maritime de l Ile Tatihou,50550,Histoire,SAINT-VAAST-LA-HOUGUE,50,MANCHE,Normandie,28,2689.0,51020.0,53709.0
musée-hôtel Le Vergeur – maison Hugues Krafft,51100,Archéologie,REIMS,51,MARNE,Grand Est,44,6187.0,1629.0,7816.0
musée des Beaux-Arts de Reims,51100,Arts décoratif,REIMS,51,MARNE,Grand Est,44,5442.0,1405.0,6847.0
musée de l ancien collège des jésuites,51100,,REIMS,51,MARNE,Grand Est,44,15524.0,23286.0,38810.0
musée Saint-Remi,51100,Archéologie,REIMS,51,MARNE,Grand Est,44,11859.0,2489.0,14348.0
musée municipal d’arts et traditions populaires,13260,Histoire,CASSIS,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,2673.0,0.0,2673.0
Ecomusée de l Avesnois,59610,Sciences de la nature,FOURMIES,59,NORD,Hauts-de-France,32,2968.0,7906.0,10874.0
musée de la Grande Chartreuse,38380,,SAINT-PIERRE-DE-CHARTREUSE,38,ISERE,Auvergne-Rhône-Alpes,84,933.0,21444.0,22377.0
Musée départemental de la Seine-et-Marne,77750,Art,SAINT-CYR-SUR-MORIN,77,SEINE-ET-MARNE,Île-de-France,11,,,
musée des pays de Seine-et-Marne,77750,Histoire,SAINT-CYR-SUR-MORIN,77,SEINE-ET-MARNE,Île-de-France,11,4889.0,545.0,5434.0
Fonds régional d art contemporain - Centre-Val de Loire,49000,Art,ORLÉANS,49,MAINE-ET-LOIRE,Pays de la Loire,52,,,
musée Pincé,49000,Archéologie,ANGERS,49,MAINE-ET-LOIRE,Pays de la Loire,52,14686.0,0.0,14686.0
Archives départementales de Maine-et-Loire,49000,Histoire,ANGERS,49,MAINE-ET-LOIRE,Pays de la Loire,52,,,
Musées d Angers,49000,Histoire,ANGERS,49,MAINE-ET-LOIRE,Pays de la Loire,52,,,
musée Jean Lurçat et de la tapisserie contemporaine,49000,Art,ANGERS,49,MAINE-ET-LOIRE,Pays de la Loire,52,17202.0,7167.0,24369.0
musée des beaux-arts et galerie David-d Angers,49000,Arts décoratif,ANGERS,49,MAINE-ET-LOIRE,Pays de la Loire,52,57819.0,14749.0,72568.0
muséum des Sciences Naturelles,49000,Histoire,ANGERS,49,MAINE-ET-LOIRE,Pays de la Loire,52,16969.0,2695.0,19664.0
musée du Prieuré,76700,Archéologie,HARFLEUR,76,SEINE-MARITIME,Normandie,28,276.0,116.0,392.0
musée du château,53100,Archéologie,MAYENNE,53,MAYENNE,Pays de la Loire,52,6047.0,6487.0,12534.0
musée du Dolder,68340,Archéologie,RIQUEWIHR,68,HAUT-RHIN,Grand Est,44,1971.0,6854.0,8825.0
Musée de la Camargue - Parc naturel régional de Camargue,13200,Art,ARLES,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,,,
"SUDS, à ARLES",13200,Art,ARLES,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,,,
Rencontres de la photographie,13200,Photographie,ARLES,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,,,
musée de l Arles Antique,13200,Archéologie,ARLES,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,24267.0,22520.0,46787.0
musée Réattu,13200,Arts décoratif,ARLES,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,7100.0,20277.0,27377.0
muséum d Histoire naturelle,13200,Sciences de la nature,MARSEILLE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,53671.0,246.0,53917.0
musée camarguais,13200,Archéologie,ARLES,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,6153.0,7118.0,13271.0
Museon Arlaten,13200,Archéologie,ARLES,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,30638.0,14517.0,45155.0
musée de la Renaissance - château d Ecouen,95440,Arts décoratif,ECOUEN,95,VAL-D OISE,Île-de-France,11,18502.0,7407.0,25909.0
Musée national de la Renaissance,95440,Musées,ÉCOUEN,95,VAL-D OISE,Île-de-France,11,,,
musée municipal,34110,Archéologie,FRONTIGNAN,34,HERAULT,Occitanie,76,3038.0,0.0,3038.0
maison Rouge - musée des vallées cévenoles,30270,Histoire,SAINT-JEAN-DU-GARD,30,GARD,Occitanie,76,5570.0,12417.0,17987.0
musée de la porte Saint-Michel,44350,Archéologie,GUERANDE,44,LOIRE-ATLANTIQUE,Pays de la Loire,52,5685.0,15048.0,20733.0
musée Paul Valéry,34200,Archéologie,SETE,34,HERAULT,Occitanie,76,2847.0,29084.0,31931.0
Château de Fontainebleau,77300,Art,FONTAINEBLEAU,77,SEINE-ET-MARNE,Île-de-France,11,,,
Château de Fontainebleau,77300,Arts décoratif,FONTAINEBLEAU,77,SEINE-ET-MARNE,Île-de-France,11,,,
musée d art et d histoire militaire,77300,Histoire,FONTAINEBLEAU,77,SEINE-ET-MARNE,Île-de-France,11,2027.0,807.0,2834.0
musée national du château de Fontainebleau,77300,Arts décoratif,FONTAINEBLEAU,77,SEINE-ET-MARNE,Île-de-France,11,79778.0,79081.0,158859.0
musée municipal,58400,Archéologie,LA_CHARITE-SUR-LOIRE,58,NIEVRE,Bourgogne-Franche-Comté,27,600.0,1240.0,1840.0
Archives départementales de la Vendée,85000,Histoire,LA ROCHE-SUR-YON,85,VENDEE,Pays de la Loire,52,,,
musée municipal,85000,Archéologie,LA_ROCHE-SUR-YON,85,VENDEE,Pays de la Loire,52,5649.0,0.0,5649.0
musée des Avelines - musée d’art et d’histoire de Saint-Cloud,92210,Arts décoratif,SAINT-CLOUD,92,HAUTS-DE-SEINE,Île-de-France,11,4910.0,3068.0,7978.0
musée de la Tour abbatiale,59230,Arts décoratif,SAINT-AMAND-LES-EAUX,59,NORD,Hauts-de-France,32,6557.0,0.0,6557.0
musée du Véron,37420,Archéologie,SAVIGNY-EN-VERON,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,0.0,4451.0,4451.0
musée d ethnologie régionale,62400,Art,BETHUNE,62,PAS-DE-CALAIS,Hauts-de-France,32,2125.0,0.0,2125.0
musée du vieux Nîmes,30000,Arts décoratif,NIMES,30,GARD,Occitanie,76,1919.0,3353.0,5272.0
muséum d histoire naturelle et de préhistoire,30000,Archéologie,NIMES,30,GARD,Occitanie,76,5480.0,2912.0,8392.0
Carré d art - musée d art contemporain,30000,Art,NIMES,30,GARD,Occitanie,76,5448.0,5517.0,10965.0
musée de la Romanité,30000,Archéologie,NIMES,30,GARD,Occitanie,76,18953.0,56618.0,75571.0
musée des beaux-arts,30000,Histoire,NIMES,30,GARD,Occitanie,76,8247.0,5834.0,14081.0
Musée de la Toile de Jouy,78350,Art,JOUY-EN-JOSAS,78,YVELINES,Île-de-France,11,,,
musée de la Toile de Jouy,78350,Arts décoratif,JOUY-EN-JOSAS,78,YVELINES,Île-de-France,11,3583.0,3525.0,7108.0
Archives départementales - Pyrénées-Orientales,66000,Histoire,PERPIGNAN,66,PYRENEES-ORIENTALES,Occitanie,76,,,
Département des Pyrénées-orientales,66000,Histoire,PERPIGNAN,66,PYRENEES-ORIENTALES,Occitanie,76,,,
Service des Musées,66000,Histoire,PERPIGNAN,66,PYRENEES-ORIENTALES,Occitanie,76,,,
Perpignan - Villes et pays d art et d histoire,66000,Histoire,PERPIGNAN,66,PYRENEES-ORIENTALES,Occitanie,76,,,
musée Casa Pairal,66000,Art,PERPIGNAN,66,PYRENEES-ORIENTALES,Occitanie,76,8183.0,8875.0,17058.0
musée archéologique de Ruscino,66000,Histoire,PERPIGNAN,66,PYRENEES-ORIENTALES,Occitanie,76,,,
musée des monnaies et médailles Joseph Puig,66000,Histoire,PERPIGNAN,66,PYRENEES-ORIENTALES,Occitanie,76,739.0,0.0,739.0
musée Hyacinthe Rigaud,66000,Arts décoratif,PERPIGNAN,66,PYRENEES-ORIENTALES,Occitanie,76,0.0,23275.0,23275.0
muséum d histoire naturelle,66000,Histoire,PERPIGNAN,66,PYRENEES-ORIENTALES,Occitanie,76,6807.0,0.0,6807.0
Château de Chantilly,60500,Histoire,CHANTILLY,60,OISE,Hauts-de-France,32,,,
musée Condé,60500,Archéologie,CHANTILLY,60,OISE,Hauts-de-France,32,0.0,274151.0,274151.0
musée de la lutherie,88500,Arts décoratif,MIRECOURT,88,VOSGES,Grand Est,44,4049.0,3658.0,7707.0
MusVerre,59216,Arts décoratif,SARS-POTERIES,59,NORD,Hauts-de-France,32,10815.0,5445.0,16260.0
musée du Pays d Ussel,19200,Histoire,USSEL,19,CORREZE,Nouvelle-Aquitaine,75,1572.0,1906.0,3478.0
musée municipal Georges Garret,70000,Archéologie,VESOUL,70,HAUTE-SAONE,Bourgogne-Franche-Comté,27,2140.0,0.0,2140.0
musée Robert Tatin,53230,Arts décoratif,COSSE-LE-VIVIEN,53,MAYENNE,Pays de la Loire,52,,,
musée Municipal,52100,Archéologie,SAINT-DIZIER,52,HAUTE-MARNE,Grand Est,44,2696.0,0.0,2696.0
musée d Art et d Histoire,14100,Archéologie,LISIEUX,14,CALVADOS,Normandie,28,1926.0,13.0,1939.0
château,14100,Arts décoratif,SAINT-GERMAIN-DE-LIVET,14,CALVADOS,Normandie,28,7238.0,7762.0,15000.0
musée des arts et traditions populaires de la Chalosse,40380,Arts décoratif,MONTFORT-EN-CHALOSSE,40,LANDES,Nouvelle-Aquitaine,75,1270.0,3219.0,4489.0
musée municipal,11600,Sciences de la nature,LASTOURS,11,AUDE,Occitanie,76,,,
musée municipal,64260,Histoire,ARUDY,64,PYRENEES-ATLANTIQUES,Nouvelle-Aquitaine,75,554.0,679.0,1233.0
musée Charles-Louis Philippe,21330,Histoire,CERILLY,21,COTE-D OR,Bourgogne-Franche-Comté,27,61.0,79.0,140.0
Pôle d’Interprétation de la Préhistoire,24620,Archéologie,LES EYZIES,24,DORDOGNE,Nouvelle-Aquitaine,75,,,
musée national de Préhistoire,24620,Archéologie,LES_EYZIES,24,DORDOGNE,Nouvelle-Aquitaine,75,22306.0,26228.0,48534.0
musée municipal,65120,,LUZ-SAINT-SAUVEUR,65,HAUTES-PYRENEES,Occitanie,76,,,
Ecomusée,02380,Histoire,FRESNES,02,AISNE,Hauts-de-France,32,5198.0,0.0,5198.0
musée de la guerre de 1870,57130,Histoire,GRAVELOTTE,57,MOSELLE,Grand Est,44,8342.0,893.0,9235.0
Espace multimédia Gantner,90140,Art,BOUROGNE,90,TERRITOIRE DE BELFORT,Bourgogne-Franche-Comté,27,,,
musée Westercamp,67160,Archéologie,WISSEMBOURG,67,BAS-RHIN,Grand Est,44,733.0,694.0,1427.0
musée archéologique,31510,Archéologie,SAINT-BERTRAND-DE-COMMINGES,31,HAUTE-GARONNE,Occitanie,76,9819.0,0.0,9819.0
musée Yves Machelon,03800,Art,GANNAT,03,ALLIER,Auvergne-Rhône-Alpes,84,498.0,366.0,864.0
musée municipal,77320,Archéologie,MORET-LOING-ET-ORVANNE,77,SEINE-ET-MARNE,Île-de-France,11,732.0,0.0,732.0
musée Louis Jourdan,01240,Art,SAINT-PAUL-DE-VARAX,01,AIN,Auvergne-Rhône-Alpes,84,68.0,243.0,311.0
musée Municipal,76360,Archéologie,BARENTIN,76,SEINE-MARITIME,Normandie,28,250.0,0.0,250.0
musée Henri Chapu,77350,Art,LE_MEE-SUR-SEINE,77,SEINE-ET-MARNE,Île-de-France,11,350.0,0.0,350.0
musée d histoire et d archéologie,59440,Archéologie,AVESNES-SUR-HELPE,59,NORD,Hauts-de-France,32,,,
musée municipal,37120,Arts décoratif,RICHELIEU,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,500.0,1606.0,2106.0
Feedbooks,92380,Sciences de la nature,GARCHES,92,HAUTS-DE-SEINE,Île-de-France,11,,,
musée de la vallée,04400,Art,BARCELONNETTE,04,ALPES-DE-HAUTE-PROVENCE,Provence-Alpes-Côte d Azur,93,1246.0,4380.0,5626.0
musée municipal des cordeliers,17800,Archéologie,SAINT-JEAN-D_ANGELY,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,5482.0,395.0,5877.0
musée de Feurs,42110,Archéologie,FEURS,42,LOIRE,Auvergne-Rhône-Alpes,84,1935.0,378.0,2313.0
musée de Rumilly et de l Albanais,62650,Arts décoratif,RUMILLY,62,PAS-DE-CALAIS,Hauts-de-France,32,853.0,2108.0,2961.0
musée des tourneurs,83630,,AIGUINES,83,VAR,Provence-Alpes-Côte d Azur,93,,,
musée municipal,62130,Archéologie,SAINT-POL-SUR-TERNOISE,62,PAS-DE-CALAIS,Hauts-de-France,32,845.0,0.0,845.0
musée de la marine de Loire,45110,Arts décoratif,CHATEAUNEUF-SUR-LOIRE,45,LOIRET,Centre-Val de Loire,24,2340.0,3514.0,5854.0
musée de Grenoble,38000,Arts décoratif,GRENOBLE,38,ISERE,Auvergne-Rhône-Alpes,84,32585.0,57512.0,90097.0
Musée de Grenoble,38000,Musées,GRENOBLE,38,ISERE,Auvergne-Rhône-Alpes,84,,,
Musée de la Résistance et de la Déportation de l Isère,38000,Histoire,GRENOBLE,38,ISERE,Auvergne-Rhône-Alpes,84,,,
La Maison de l Image,38000,Art,GRENOBLE,38,ISERE,Auvergne-Rhône-Alpes,84,,,
Réseau des musées du Département de l Isère,38000,Histoire,GRENOBLE,38,ISERE,Auvergne-Rhône-Alpes,84,,,
musée Stendhal,38000,Histoire,GRENOBLE,38,ISERE,Auvergne-Rhône-Alpes,84,704.0,258.0,962.0
musée archéologique Saint-Laurent,38000,Archéologie,GRENOBLE,38,ISERE,Auvergne-Rhône-Alpes,84,16415.0,0.0,16415.0
musée Dauphinois,38000,Archéologie,GRENOBLE,38,ISERE,Auvergne-Rhône-Alpes,84,28895.0,0.0,28895.0
musée de la Résistance et de la Déportation de l Isère,38000,Histoire,GRENOBLE,38,ISERE,Auvergne-Rhône-Alpes,84,12299.0,0.0,12299.0
muséum d histoire naturelle,38000,Sciences de la nature,GRENOBLE,38,ISERE,Auvergne-Rhône-Alpes,84,31460.0,7660.0,39120.0
musée de Dinan,22100,Arts décoratif,DINAN,22,COTES-D ARMOR,Bretagne,53,12000.0,0.0,12000.0
musée Rieckotter,03310,Archéologie,NERIS-LES-BAINS,03,ALLIER,Auvergne-Rhône-Alpes,84,350.0,201.0,551.0
MAHB - Musée d art et d histoire Baron Gérard,14400,Archéologie,BAYEUX,14,CALVADOS,Normandie,28,,,
Tapisserie de Bayeux - MAHB musée d art et d histoire baron Gérard,14400,Archéologie,BAYEUX,14,CALVADOS,Normandie,28,23441.0,139082.0,162523.0
Musée de la Tapisserie de Bayeux,14400,Histoire,BAYEUX,14,CALVADOS,Normandie,28,,,
musée des arts et traditions populaires,43100,Arts décoratif,LAVAUDIEU,43,HAUTE-LOIRE,Auvergne-Rhône-Alpes,84,66.0,7570.0,7636.0
Eburomagus musée archéologique,11150,Archéologie,BRAM,11,AUDE,Occitanie,76,1828.0,256.0,2084.0
musée Ciotaden,13600,Archéologie,LA_CIOTAT,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,1787.0,460.0,2247.0
Ecomusée des Monts d Arrée - Kerouat,29450,Histoire,COMMANA,29,FINISTERE,Bretagne,53,,,
musée archéologique,33540,Archéologie,BLASIMON,33,GIRONDE,Nouvelle-Aquitaine,75,,,
musée des Automates,58420,Sciences de la nature,NEUILLY,58,NIEVRE,Bourgogne-Franche-Comté,27,1382.0,0.0,1382.0
musée départemental Raymond Poincaré,55300,Histoire,SAMPIGNY,55,MEUSE,Grand Est,44,1509.0,0.0,1509.0
musée d art sacré de la Meuse,55300,Archéologie,SAINT-MIHIEL,55,MEUSE,Grand Est,44,342.0,745.0,1087.0
musée Rabelais,37500,Histoire,SEUILLY,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,1168.0,6662.0,7830.0
"Le Carroi, musée d arts et d histoire",37500,Arts décoratif,CHINON,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,2576.0,0.0,2576.0
musée départemental Albert Demard,70600,Arts décoratif,CHAMPLITTE,70,HAUTE-SAONE,Bourgogne-Franche-Comté,27,0.0,11215.0,11215.0
musée du vieux Pommiers,42260,Archéologie,POMMIERS-EN-FOREZ,42,LOIRE,Auvergne-Rhône-Alpes,84,,,
musée Ernest Cognacq,17410,Archéologie,SAINT-MARTIN-DE-RE,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,3896.0,5705.0,9601.0
Archives municipales,11100,Histoire,NARBONNE,11,AUDE,Occitanie,76,,,
musée Narbo Via,11100,,NARBONNE,11,AUDE,Occitanie,76,57827.0,45668.0,103495.0
Palais-musée des Archevêques de Narbonne,11100,Archéologie,NARBONNE,11,AUDE,Occitanie,76,19268.0,22243.0,41511.0
musée de l histoire du Perche,28400,Histoire,NOGENT-LE-ROTROU,28,EURE-ET-LOIR,Centre-Val de Loire,24,5962.0,8835.0,14797.0
musée d Art et d Histoire du Pays Blayais,33390,Arts décoratif,BLAYE,33,GIRONDE,Nouvelle-Aquitaine,75,,,
musée Farcot,28700,Art,SAINVILLE,28,EURE-ET-LOIR,Centre-Val de Loire,24,100.0,0.0,100.0
musée Murat,46240,Histoire,LABASTIDE-MURAT,46,LOT,Occitanie,76,37.0,627.0,664.0
musée Jean de la Fontaine,02400,Arts décoratif,CHATEAU-THIERRY,02,AISNE,Hauts-de-France,32,6574.0,10416.0,16990.0
Transmettre le cinéma,26000,Histoire,VALENCE,26,DROME,Auvergne-Rhône-Alpes,84,,,
Médiathèques Valence Romans Agglo,26000,Histoire,VALENCE,26,DROME,Auvergne-Rhône-Alpes,84,,,
Musée de Valence,26000,Archéologie,VALENCE,26,DROME,Auvergne-Rhône-Alpes,84,,,
musée des beaux-arts,26000,Archéologie,VALENCE,26,DROME,Auvergne-Rhône-Alpes,84,10698.0,4727.0,15425.0
musée Archéologique départemental du Val-d Oise,95450,Archéologie,GUIRY-EN-VEXIN,95,VAL-D OISE,Île-de-France,11,17879.0,0.0,17879.0
MICZZAJ,73230,Sciences de la nature,SAINT PIERRE DE CURTILLE,73,SAVOIE,Auvergne-Rhône-Alpes,84,,,
musée intercommunal,91150,Archéologie,ETAMPES,91,ESSONNE,Île-de-France,11,3028.0,0.0,3028.0
musée Colette,89520,Histoire,SAINT-SAUVEUR-EN-PUISAYE,89,YONNE,Bourgogne-Franche-Comté,27,323.0,4268.0,4591.0
PROSCITEC,59290,Musées,WASQUEHAL,59,NORD,Hauts-de-France,32,,,
musée des arts et traditions des Hautes-Côtes,21220,Archéologie,REULLE-VERGY,21,COTE-D OR,Bourgogne-Franche-Comté,27,2550.0,80.0,2630.0
musée Noisot,21220,Histoire,FIXIN,21,COTE-D OR,Bourgogne-Franche-Comté,27,618.0,0.0,618.0
château de Montaigu,54890,Archéologie,LANEUVEVILLE,54,MEURTHE-ET-MOSELLE,Grand Est,44,0.0,1500.0,1500.0
musée maritime et portuaire,59140,Histoire,DUNKERQUE,59,NORD,Hauts-de-France,32,14180.0,16720.0,30900.0
musée des beaux-arts,59140,Archéologie,DUNKERQUE,59,NORD,Hauts-de-France,32,1905.0,0.0,1905.0
"LAAC, Lieu d art et d action contemporaine",59140,Art,DUNKERQUE,59,NORD,Hauts-de-France,32,14101.0,2950.0,17051.0
musée des beaux-arts et d archéologie,39100,Archéologie,DOLE,39,JURA,Bourgogne-Franche-Comté,27,8542.0,0.0,8542.0
L Arche Musée et Archives,31590,Archéologie,SAINT-PIERRE,31,HAUTE-GARONNE,Occitanie,76,,,
musée de l’Arche,31590,Sciences de la nature,SAINT-PIERRE,31,HAUTE-GARONNE,Occitanie,76,885.0,240.0,1125.0
la chapellerie,42140,Arts décoratif,CHAZELLES-SUR-LYON,42,LOIRE,Auvergne-Rhône-Alpes,84,2858.0,5717.0,8575.0
musée Champollion,38450,,VIF,38,ISERE,Auvergne-Rhône-Alpes,84,,,
musée des Sapeurs-Pompiers de France,76710,Histoire,MONTVILLE,76,SEINE-MARITIME,Normandie,28,1895.0,3395.0,5290.0
musée de la faïence et des techniques faïencières,57200,Archéologie,SARREGUEMINES,57,MOSELLE,Grand Est,44,11655.0,3749.0,15404.0
musée historique du vieux Libourne,33500,Archéologie,LIBOURNE,33,GIRONDE,Nouvelle-Aquitaine,75,,,
musée des beaux-arts et d archéologie,33500,Archéologie,LIBOURNE,33,GIRONDE,Nouvelle-Aquitaine,75,18162.0,0.0,18162.0
musée du château Charles VII,18500,Arts décoratif,MEHUN-SUR-YEVRE,18,CHER,Centre-Val de Loire,24,,,
musée municipal,31220,Archéologie,MARTRES-TOLOSANE,31,HAUTE-GARONNE,Occitanie,76,,,
musée du cloître,19000,Archéologie,TULLE,19,CORREZE,Nouvelle-Aquitaine,75,6154.0,0.0,6154.0
musée de la mémoire et des industries tullistes,19000,Histoire,TULLE,19,CORREZE,Nouvelle-Aquitaine,75,392.0,0.0,392.0
musée Lalique,67290,Arts décoratif,WINGEN-SUR-MODER,67,BAS-RHIN,Grand Est,44,6193.0,24777.0,30970.0
musée Nicolas Poussin,27700,Arts décoratif,LES_ANDELYS,27,EURE,Normandie,28,547.0,702.0,1249.0
musée de préhistoire corse,20100,Archéologie,SARTENE,2A,CORSE-DU-SUD,Corse,94,2075.0,3860.0,5935.0
musée départemental Georges de La Tour,57630,Archéologie,VIC-SUR-SEILLE,57,MOSELLE,Grand Est,44,3143.0,794.0,3937.0
musée départemental des Hautes-Alpes,05000,Archéologie,GAP,05,HAUTES-ALPES,Provence-Alpes-Côte d Azur,93,6557.0,0.0,6557.0
musée de la vie quotidienne dans les Pyrénées,65200,,BAGNERES-DE-BIGORRE,65,HAUTES-PYRENEES,Occitanie,76,,,
muséum d histoire naturelle,65200,Sciences de la nature,BAGNERES-DE-BIGORRE,65,HAUTES-PYRENEES,Occitanie,76,,,
musée Saliès,65200,Arts décoratif,BAGNERES-DE-BIGORRE,65,HAUTES-PYRENEES,Occitanie,76,,,
musée Paysan,68480,Art,OLTINGUE,68,HAUT-RHIN,Grand Est,44,52.0,191.0,243.0
musée du Sapeur-Pompier,68480,Art,VIEUX-FERRETTE,68,HAUT-RHIN,Grand Est,44,859.0,2946.0,3805.0
musée du Pays de Hanau - histoire et vies d’un territoire,68480,Arts décoratif,BOUXWILLER,68,HAUT-RHIN,Grand Est,44,2811.0,1133.0,3944.0
Ateliers Médicis,93390,Art,CLICHY-SOUS-BOIS,93,SEINE-SAINT-DENIS,Île-de-France,11,,,
musée des tisserands mayennais,53300,,AMBRIERES-LES-VALLEES,53,MAYENNE,Pays de la Loire,52,84.0,176.0,260.0
Fondation des arts florissants-William Christie,85670,Histoire,THIRÉ,85,VENDEE,Pays de la Loire,52,,,
pavillon Flaubert,76730,Biographie,DIEPPEDALLE-CROISSET,76,SEINE-MARITIME,Normandie,28,166.0,0.0,166.0
musée Gaston Couté,45130,Archéologie,MEUNG-SUR-LOIRE,45,LOIRET,Centre-Val de Loire,24,1785.0,0.0,1785.0
archives départementales des Vosges,88000,Archéologie,EPINAL,88,VOSGES,Grand Est,44,,,
Bibliothèques et médiathèques intercommunales - Communauté d agglomération d Épinal,88000,Sciences de la nature,ÉPINAL,88,VOSGES,Grand Est,44,,,
musée de l image,88000,Histoire,EPINAL,88,VOSGES,Grand Est,44,3768.0,8722.0,12490.0
musée départemental d art ancien et contemporain,88000,Archéologie,EPINAL,88,VOSGES,Grand Est,44,6001.0,2017.0,8018.0
musée des mariniers et de la batellerie du Rhône,07340,Arts décoratif,SERRIERES,07,ARDECHE,Auvergne-Rhône-Alpes,84,132.0,512.0,644.0
musée Baron Martin,70100,Archéologie,GRAY,70,HAUTE-SAONE,Bourgogne-Franche-Comté,27,1587.0,1662.0,3249.0
musée Capon,49500,Archéologie,MARANS,49,MAINE-ET-LOIRE,Pays de la Loire,52,0.0,20.0,20.0
musée d art et d archéologie,53200,Archéologie,CHATEAU-GONTIER,53,MAYENNE,Pays de la Loire,52,737.0,0.0,737.0
musée des arts décoratifs de l Océan indien,68300,Arts décoratif,SAINT-LOUIS,68,HAUT-RHIN,Grand Est,44,3464.0,5621.0,9085.0
musée du Valois et de l archerie,60800,Histoire,CREPY-EN-VALOIS,60,OISE,Hauts-de-France,32,2237.0,2162.0,4399.0
musée du Bugey-Valromey,01260,Ethnologie,LOCHIEU,01,AIN,Auvergne-Rhône-Alpes,84,1044.0,1348.0,2392.0
musée Pascal Paoli,20218,Histoire,MOROSAGLIA,2B,HAUTE-CORSE,Corse,94,1974.0,0.0,1974.0
musée de la pêche,29900,Histoire,CONCARNEAU,29,FINISTERE,Bretagne,53,11259.0,14031.0,25290.0
